#CODE;;ENGLISH;ENGLISH
b_uue_kastre;;Warbeck;
b_kirumpaa;;Kirempäh;
b_kavilda;;Kawelecht;
b_aksi;;Ekes;
b_karknaabbey;;Falkenau;
#Läänemaa;;;
b_koluvere;;Lohde;
b_kivi_vigala;;Fickel;
b_haapsalu;;Hapsal;
b_lihula;;Leal;
b_oldpernau;;Perona;
b_varbla;;Werpel;
b_karuse;;Karissen;
b_rotala;;Rotala;
#Saaremaa;;;
b_kuressaare;;Arensburg;
b_monacastleonmuhu;;Mohn;
b_maasi;;Sonenburg;
b_poide;;Peude;
b_puhalepa;;Pühhalep;
b_valjala;;Valjala;
#Järva;;;
b_keava;;Kedenpäh;
b_paide;;Wittenstein;
b_turi;;Turgel;
b_pilistvere;;Pillistfer;
########################################;;;
#Vendland;;;
########################################;;;
#Pomeralia;;;
b_starogardgdansk;;Stargard;
b_gdansk;;Danzig;
b_tczew;;Dirschau;
b_lubiszewo;;Lubiszewo;
b_oliva;;Oliva;
b_sartowice;;Sartowitz;
b_danlauenburg;;Lewinburg;
b_putzc;;Putzig;
b_mewe;;Mewe;
b_leba;;Leba;
b_schwetz;;Schwetz;
b_tuchel;;Tuchel;
b_chojnice;;Cornitz;
b_schlochau;;Schlochau;
b_bytow;;Bütow;
#Pomerania;;;
b_kammin;;Cammin;
b_treptow;;Treptow;
b_naugard;;Naugard;
b_greifensberg;;Greifensberg;
b_gollnow;;Gollnow;
b_stargardpommern;;Stargard;
b_pyritz;;Pyritz;
b_stettin;;Stettin;
b_dabie;;Damn;
b_kolbatz;;Kolbatz;
b_belgard;;Belgard;
b_colberg;;Colberg;
b_kozalin;;Cöstin;
b_barwalde;;Bärwalde;
b_tempelburg;;Tempelburg;
b_slupsk;;Stolp;
b_slawno;;Schlawe;
b_darlowo;;Rügenwalde;
b_ustka;;Stolpmünde;
#Rügen;;;
b_rugard;;Rujanenburg;
b_charenza;;Karenz;
b_arkona;;Arkona;
b_putbus;;Putbus;
b_ralswiek;;Ralswiek;
b_hiddensee;;Hiddensee;
b_greifswald;;Greifswald;
b_stralsund;;Stralsund;
b_barth;;Barth;
b_neuenkamp;;Neuenkamp;
b_eldenaabbey;;Hilda;
#Gützkow/Wolgast;;;
b_wolgast;;Wolgast;
b_stolpemonestary;;Stolpe;
b_demmin;;Demmin;
b_anklam;;Anklam;
b_ueckermunde;;Ukermunde;
b_zinnowitz;;Zitz;
b_pasewalk;;Poswalk;
b_eggesin;;Eksin;
b_gutzkow;;Gützkow;
b_loitzwolgast;;Lozitz;
#Szvuine;;;
b_grobemonestary;;Grobe;
b_wolin;;Wollin;
b_usedom;;Usedom;
b_kaseburg;;Kaseburg;
b_pryztor;;Pritter;
b_szvuinecastle;;Swine;
b_koserow;;Koserow;
#Lubutz;;;
b_zehden;;Zehden;
b_konigsbergneumark;;Königsberg;
b_soldin;;Soldin;
b_arnswalde;;Arnswalde;
b_reetz;;Reetz;
b_friedeberg;;Friedeberg;
b_dramburg;;Dramburg;
b_schiavelbein;;Schiavelbein;
b_oderberg;;Oderberg;
b_torzym;;Torzym;
b_krosnoodrzanskie;;Crosno;
b_frankfurtoder;;Zliwitz;
b_kostrzyn;;Cozsterine;
b_lubusz;;Lubusz;
#Lybæk;;;
b_eutin;;Eutin;
b_plon;;Plön;
b_oldenburgeast;;Aldinborg;
b_bornhovd;;Bornhöved;
b_bucu;;Burgkloster;
b_scharbeutz;;Scarbuce;
b_ahrensbok;;Ahrensbök;
b_molln;;Mölln;
b_snykrode;;Snykrode;
b_travemunde;;Travemünde;
b_lubeck;;Lübeck;
#Mecklemburg;;;
#Mecklenburg;;;
b_mecklemburg;;Mecklenburg;
b_wismar;;Wismar;
b_lutzow;;Lützow;
b_grevesmuhlen;;Grevesmühlen;
b_rerik;;Blowatz;
b_sternberg;;Sternberg;
b_butzow;;Bützow;
#Rostock;;;
b_rostock;;Rostock;
b_dobran;;Doberan;
b_malchin;;Malchin;
b_damgarten;;Damgarten;
b_ribnitz;;Ribnitz;
b_tribsees;;Tribsee;
#Schwerin;;;
b_schwerin;;Zwerin;
b_boizenburg;;Boizeneburg;
b_hagenow;;Haghenow;
b_malchow;;Malchow;
b_parchim;;Parchim;
#Werle;;;
b_waren;;Wahren;
b_werle;;Werle;
b_gustrow;;Güstrowe;
b_strelitz;;Strelitz;
b_stargard;;Stargard;
b_ahrensberg;;Ahrensberg;
b_penzlin;;Pentzelin;
b_lychen;;Lychen;
b_brodaabbey;;Broda;
b_dargunabbey;;Dargun;
########################################;;;
#Denmark;;;
########################################;;;
b_aarsmarke;;Aarsmarke;
b_getzoreslot;;Getzøre;
b_engelborg;;Engelborg;
b_ravnsborg;;Ravnsborg;
b_nykobing;;Nykøbing;
b_boennedslot;;Bønnedslot;
b_nakskov;;Nakskov;
b_borgarvirki;;Borgavírkí;
b_refshaleborg;;Refshaleborg;
b_nonnebakken;;Nonnebakken;
b_krummediek;;Krummediek;
b_vestervig;;Væstærvík;
b_boerglum;;Burlun;
b_hoegholt;;Høgholt;
b_skanderborg;;Saghæbrok;
b_silkeborg;;Seljaborg;
b_essenbaekkloster;;Essenbæk;
b_sostrup;;Svorttorp;
b_kaloe;;Kalø;
b_essendrup;;Essendrup;
b_vardehus;;Vardehus;
b_krubholm;;Krubholm;
b_dynaes;;Dynæs;
b_vejle;;Wæthel;
b_haderslevhus;;Hathærslefhus;
b_riberhus;;Riberhus;
b_koldinghus;;Kaldynghus;
b_rosborg;;Rosburgh;
b_aabenraahus;;Opnørhus;
b_loegum;;Løghæ;
b_broholm;;Broholm;
b_naesbyhoved;;Næsbyhoved;
b_gurreslot;;Gurre;
b_hilleroedholm;;Hillerødholm;
b_flynderborg;;Flyndeburgh;
b_slangerup;;Slangerup;
b_braade;;Braade;
b_jungshoved;;Jungshoved;
b_praestoe;;Præstø;
b_soroe;;Sorø;
b_skovkloster;;Skovkloster;
b_antvorskov;;Antvorskov;
b_skaneor;;Skænør;
b_falsterbohus;;Falstærboehus;
b_borgeby;;Borgaby;
b_trollenaes;;Næs;
b_gyllebo;;Gyllebo;
b_tostrup;;Tostrup;
b_hamrum;;Hamrum;
b_ulfborg;;Ulfburg;
b_esrum;;Esrum;
b_heddinge;;Hæddyng;
b_faxe;;Faxæ;
b_koge;;Kjøge;
b_borreby;;Borreby;
b_skjarsholm;;Skarjsholm;
b_egeskov;;Egeskov;
b_valloslot;;Vallø;
b_vrejlevkkloster;;Wrælehf;
b_hvidekilde;;Kildeburgh;
b_wedellsborg;;Husbygaard;
b_skaelskoer;;Skælfiskør;
b_korsoer;;Korsør;
b_hesselager;;Heslaker;
b_uppakara;;Opager;
#Slesvig;;;
#Nordfrisland;;;
b_garding;;Giaethning;
b_hatsted;;Hatsted;
b_husum;;Husum;
b_odenboel;;Odenbøl;
b_nebel;;Nebel;
b_rungholt;;Rungholt;
b_tetenbull;;Tetenbøl;
b_bredsted;;Brethaestath;
b_tonningfriesland;;Tunnighen;
b_horsbol;;Horsbøl;
b_leck;;Lækhuus;
b_breklum;;Breeklum;
b_pelvorm;;Pelvorm;
#Slesvig;;;
b_thyraborg;;Thyraborg;
#Skaane;;;
#Nordskaane;;;
b_krapperup;;Krappatorp;
b_angelholm;;Rynestad;
b_billesholm;;Billesholm;
b_kernen;;Helsingburghhuus;
b_rydeback;;Rynæbyarg;
b_vegelholm;;Vegeholm;
b_tomarp;;Tomarp;
b_vramsgunnarstorp;;Gwnderstorppe;
b_helsingborg;;Helsingburgh;
#Lolland;;;
b_aalholm;;Aalholm;
###################################################;;;
### New barony localisations to break conflicts ###;;;
###################################################;;;
b_agadez;;Agadez;
b_rybinsk;;Rybansk;
b_nikitskij;;Nikitskij Monastery;
b_mut_seleukeia;;Mut;
b_mut_buhairya;;Mut;
b_montmirail_vendome;;Montmirail;
b_montmirail_brie;;Montmirail;
b_teplice_hre;;Teplice;
b_nissa;;Nissa;
b_duba_hre;;Duba;
b_duba_tabuk;;Duba;
b_guercif;;Guercif;
b_fontenayenparisis;;Fontenay-en-Parisis;
b_fontenaylecomte;;Fontenay-le-Comte;
##########################################;;;
### Localisations Missing in SWMH 2.74 ###;;;
##########################################;;;
b_dongelberg;;Dongelberg;
b_oldesloe;;Bad Oldesloe;
b_fucecchio;;Fucecchio;
b_skulte;;Skulte;
############################################;;;
### Localisations Malformed in SWMH 2.74 ###;;;
############################################;;;
b_talabija;;Talabija;
b_ghiyaru;;Ghiyaru;
b_ghayfa;;Ghayfá;
#########;;;
#Dubrovitsa;;;
b_vysotsk;;Vysotsk;
b_khotomel;;Khotomel;
b_stolin;;Stolin;
############################################;;;
#Ireland;;;
############################################;;;
#IRELAND;;;
b_annagassan;;Annagassan;
b_carrickonshannon;;Carrick-on-Shannon;
b_fenagh;;Fenagh;
b_lisnatreanduff;;Lisnatreanduff;
b_castlebar;;Castlebar;
b_shrule;;Shrule;
b_dunaulin;;Dun Aulin;
b_dublin_castle;;Dublin Castle;
b_clarecastle;;Clarecaslte;
b_iniscealtra;;Inis Cealtra;
b_innisfallen;;Inisfallen;
b_tralee;;Tralee;
b_bargy;;Bargy;
b_new_ross;;New Ross;
b_morgallion;;Morgallion;
b_ratoath;;Ratoath;
b_navan;;Navan;
b_boyle;;Boyle;
b_newry;;Newry;
b_devenish;;Devenish;
b_enniskillen;;Enniskillen;
b_cloughoughter;;Cloughoughter;
b_drumlane;;Drumlane;
b_sligo;;Sligo;
b_templehouse;;Temple House;
b_ballymote;;Ballymote;
b_kilmacduagh;;Kilmacduagh;
b_athenry;;Athenry;
b_ardrahan;;Ardrahan;
b_dunmore;;Dunmore;
b_ballinasloe;;Ballinasloe;
b_granard;;Granard;
b_moatfarrell;;Moatfarrell;
b_moate;;Moate;
b_daingean;;Daingean;
b_belfast;;Belfast;
b_carnew;;Carnew;
b_arklow;;Arklow;
b_old_leighlin;;Old Leighlin;
b_dunamase;;Dunamase;
b_durrow;;Durrow;
b_timahoe;;Timahoe;
b_kilcash;;Kilcash;
b_tipperary;;Tipperary;
b_limerick_castle;;Limerick Castle;
b_croom;;Croom;
b_dunboy;;Dunboy;
b_dunlough;;Dunlough;
########################################;;;
#England;;;
########################################;;;
#England;;;
#Kent;;;
#Kent;;;
b_dover;;Dover;
b_canterbury;;Canterbury;
b_lympne;;Lympne;
b_rochester;;Rochester;
b_faversham;;Faversham;
b_sandwich;;Sandwich;
b_romney;;Romeny;
b_tonbridge;;Tonbridge;
b_hythe;;Hithe;
b_margate;;Margate;
b_folkstone;;Folkestone;
b_leedsinkent;;Leeds;
b_eynsford;;Eynsford;
b_chilham;;Chilham;
b_cooling;;Cooling;
b_whitstable;;Whitstable;
b_gillingham;;Gillingham;
b_saltwood;;Saltwood;
#Surrey;;;
b_lambeth;;Lambeth;
b_guildford;;Guildford;
b_farnham;;Farnham;
b_southwark;;Southwark;
b_woking;;Woking;
b_chertsey;;Chertsey;
b_waverley;;Waverley;
b_croydon;;Croydon;
b_dorking;;Dorking;
b_reigate;;Reigate;
#Sussex;;;
b_pevensey;;Pevensey;
b_lewes;;Lewes;
b_arundel;;Arundel;
b_chichester;;Chichester;
b_hastings;;Hastings;
b_bramber;;Bramber;
b_bodiam;;Bodiam;
b_rye;;Rye;
b_winchelsea;;Winchelsea;
b_worthing;;Worthing;
b_selsey;;Selsey;
#Wessex;;;
#Hamptonshire;;;
b_southampton;;Hampton;
b_winchester;;Winchester;
b_wolvesey;;Wolvesey;
b_portchester;;Portchester;
b_odiham;;Odiham;
b_wherwell;;Wherwell;
b_romsey;;Romsey;
b_andover;;Andover;
b_lymington;;Lymington;
b_lyndhurst;;Lyndhurst;
b_brockenhurst;;Brockenhurst;
b_netley;;Netley;
b_basingstoke;;Basingstoke;
#Wight;;;
b_carisbrooke;;Carisbrooke;
b_east_cowes;;Shamblord;
#Berkshire;;;
b_abingdon;;Abingdon;
b_windsor;;Windsor;
b_wokingham;;Wokingham;
b_sonning;;Sunning;
b_maidenhead;;South Ellington;
b_donnington;;Donnington;
b_newburycastle;;Newbury;
b_reading;;Reading;
#Wiltshire;;;
b_wilton;;Wilton;
b_salisbury;;Salisbury;
b_sarum;;Sarum;
b_malmesbury;;Malmesbury;
b_ramsbury;;Ramsbury;
b_marlborough;;Marlborough;
b_clarendon;;Claredon;
b_devizes;;Devizes;
b_ludgershall;;Ludgershall;
b_wardour;;Wardour;
#Somerset;;;
b_somerton;;Somerton;
b_bath;;Bath;
b_wells;;Wells;
b_bridgewater;;Bridgewater;
b_bruton;;Bruton;
b_muchelney;;Muchelney;
b_pitney;;Petney;
b_taunton;;Taunton;
b_ilchester;;Ilchester;
b_castle_cary;;Cary;
b_stogursey;;Stoke Courcy;
b_dunster;;Dunster;
b_neitherstowey;;Stowey;
#Dorset;;;
b_wareham;;Wareham;
b_corfe;;Corfe;
b_shaftesbury;;Shaftesbury;
b_dorchester;;Dorchester;
b_sherborne;;Sherborne;
b_lyme;;Lyme;
b_weymouth;;Weymouth;
b_wimborne;;Wimborne;
b_christchurch;;Christchurch;
#Cornwall;;;
#Devonshire;;;
b_exeter;;Exeter;
b_lydford;;Lydford;
b_totnes;;Totnes;
b_rougemonten;;Rougemonten;
b_crediton;;Crediton;
b_tavistock;;Tavistock;
b_buckfast;;Buckfast;
b_dartmouth;;Dartmouth;
b_plympton;;Plympton;
b_lundy;;Lundy;
b_okehampton;;Okehampton;
#Cornwall;;;
b_tintagel;;Tintagel;
b_bodmin;;Bodmin;
b_stgermains;;St Germans;
b_launceston;;Launceston;
b_lostwithiel;;Lostwithiel;
b_restormel;;Restormel;
b_truro;;Truro;
b_liskeard;;Liskeard;
b_st_michael;;St Michael's Mount;
b_trematon;;Trematon;
b_bossiney;;Bossiney;
b_cardinham;;Cardinham;
b_helston;;Helston;
#Essex;;;
#Middlesex;;;
b_westminster;;Westminster;
b_tower_of_london;;White Tower;
b_isleworth;;Isleoworth;
b_baynardscastle;;Baynard;
b_london;;London;
b_st_pauls;;St-Pauls;
b_fullham;;Fullham;
b_kensington;;Kensington;
b_chelsea;;Chelsea;
#Essex;;;
b_colchester;;Colchester;
b_hedingham;;Hedingham;
b_maldon;;Maldon;
b_havering;;Havering;
b_pleshey;;Pleshey;
b_dunmow;;Dunmow;
b_walden;;Walden;
b_rayleigh;;Rayleigh;
b_hadleigh;;Hadleigh;
b_watford;;Watford;
#Hertfordshire;;;
b_hertford;;Hertford;
b_berkhamsted;;Berkhamsted;
b_tring;;Tring;
b_hemel_hempstead;;Hemel Hempstead;
b_bishop_stortford;;Stortford;
b_st_albans;;St Albans;
b_ashridge_priory;;Ashridge;
b_hatfield;;Hatfield;
#East Anglia;;;
#Norfolk;;;
b_thetford;;Thetford;
b_lynn;;Lynn;
b_norwich;;Norwich;
b_elmham;;Elmham;
b_castle_rising;;Castle Rising;
b_weeting;;Weeting;
b_castle_acre;;Castle Acre;
b_horsford;;Horsford;
b_yarmouth;;Yarmouth;
b_mileham;;Mileham;
b_cromer;;Cromer;
#Suffolk;;;
b_ipswich;;Ipswich;
b_dunwich;;Dunwich;
b_lidgate;;Lidgate;
b_eye;;Eye;
b_walton;;Walton;
b_bury_st_edmunds;;St. Edmundsbury;
b_lowestoft;;Lowestoft;
b_stow;;Stow;
b_framlingham;;Framlingham;
b_bungay;;Bungay;
b_orford;;Orford;
b_clare;;Clare;
#Isle of Ely;;;
b_ely;;Ely;
b_wisbech;;Wisbech;
b_thorney;;Thorney;
b_littleport;;Littelport;
b_chatteris;;Chatteris;
#Cambridgeshire;;;
b_cambridge;;Cambridge;
b_aldreth;;Aldreth;
b_camps;;Camps;
b_burwell;;Burwell;
b_bourn;;Bourn;
b_impington;;Impington;
#Middle Anglia;;;
#Northhamptonshire;;;
b_northampton;;Northhampton;
b_peterborough;;Peterborough;
b_fotheringhay;;Fotheringhay;
b_brackley;;Brackley;
b_corby;;Corby;
b_rockingham;;Rockingham;
b_wellingborough;;Wellingborough;
b_kettering;;Kettering;
b_barnwell;;Barnwell;
b_long_buckby;;Buckby;
#Huntingdonshire;;;
b_huntingdon;;Huntingdon;
b_ramsey;;Ramsey;
b_st_ives;;St Ives;
b_godmanchester;;Godmanchester;
#Bukinghamshire;;;
b_buckingham;;Buckingham;
b_aylesbury;;Aylesbury;
b_bradwell;;Bradwell;
b_wycombe;;Wycombe;
b_amersham;;Amersham;
b_beaconsfield;;Beaconsfield;
b_castlethorpe;;Castlethorpe;
b_wolverton;;Wolverton;
#Bedfordshire;;;
b_bedford;;Bedford;
b_ampthill;;Ampthill;
b_flitwick;;Flitwick;
b_luton;;Luton;
b_great_barford;;Barford;
b_gannock;;Gannock;
b_dunstable;;Dunstable;
b_woburn;;Woburn;
b_leighton;;Leighton;
b_westoning;;Westoning;
#Oxfordshire;;;
b_oxford;;Oxford;
b_banbury;;Banbury;
b_thame;;Thame;
b_witney;;Witney;
b_rewley;;Rewley;
b_kidlington;;Kidlington;
b_watlington;;Watlington;
b_shirburn;;Shirburn;
b_bramton;;Bramton;
b_chipping_norton;;Chipping Norton;
b_charlbury;;Charlbury;
b_eynsham;;Eynsham;
b_hook_norton;;Hook Norton;
#Five Boroughs;;;
#Lincolnshire;;;
b_bolingbroke;;Bolingbroke;
b_lincoln;;Lincoln;
b_stamford_lincolnshire;;Stamford;
b_crowland;;Croyland;
b_torksey;;Torksey;
b_gainsborough;;Gainsborough;
b_boston;;Boston;
b_grantham;;Grantham;
b_bardney;;Bardney;
b_goltho;;Goltho;
b_sleaford;;Sleaford;
#Leicestershire;;;
b_leicester;;Leicester;
b_sapcote;;Sapcote;
b_castle_donington;;Donington;
b_belvoir_leicester;;Belvoir;
b_leicester_abbey;;St Mary de Pratis;
b_ashby_de_la_zouch;;Ashby;
b_melton_mowbray;;Melton;
b_market_harborough;;Harborough;
b_loughborough;;Loughborough;
b_groby;;Groby;
b_mountsorrel;;Mountsorrel;
#Rutlandshire;;;
b_oakham;;Oakham;
b_alstoe;;Alstoe;
b_uppingham;;Uppingham;
b_essendine;;Essendine;
c_nottingham;;Nottinghamshire;
b_nottingham;;Nottingham;
b_southwell;;Southwell;
b_newark;;Newark;
b_hucknall;;Hucknall;
b_worksop;;Worksop;
b_newstead;;Newstead;
b_rufford;;Rufford;
#Derbyshire;;;
b_castleton;;Castleton;
b_derby;;Derby;
b_chesterfield;;Chesterfield;
b_bakewell;;Bakewell;
b_bolsover;;Bolsover;
b_darley;;Darley;
b_wirksworth;;Wirksworth;
b_codnor;;Codnor;
b_duffield;;Duffield;
#Mercia;;;
#Gloucestershire;;;
b_gloucester;;Gloucester;
b_bristol;;Bristol;
b_winchcombe;;Winchcombe;
b_cirencester;;Cirencester;
b_tewkesbury;;Tewkesbury;
b_hailes;;Hailes;
b_sudeley;;Sudeley;
b_cheltenham;;Cheltenham;
b_st_briavels;;St Briavels;
#Staffordshire;;;
b_stafford;;Stafford;
b_leichfield;;Lichfield;
b_tamworth;;Tamworth;
b_wolverhampton;;Wolverhampton;
b_burton_upon_trent;;Burton;
b_tutbury;;Tutbury;
b_chartley;;Chartley;
#Warwickshire;;;
b_warwick;;Warwick;
b_coventry;;Coventry;
b_birmingham;;Birmingham;
b_kenilworth;;Kenilworth;
b_merevale;;Merevale;
b_maxstoke;;Maxstoke;
b_dudley;;Dudley;
b_neueaton;;Eaton;
b_hartshill;;Hartshill;
#Shropshire;;;
b_shrewsbury;;Shrewsbury;
b_ludlow;;Ludlow;
b_wenlock;;Wenlock;
b_clun;;Clun;
b_bridgnorth;;Bridgnorth;
b_oswestry;;Oswestry;
b_whittington;;Whittington;
b_alberbury;;Alberbury;
b_moreton_corbet;;Moreton;
b_newport_shropshire;;Newborough;
#Herefordshire;;;
b_wigmore;;Wigmore;
b_hereford;;Hereford;
b_clifford;;Clifford;
b_ledbury;;Ledbury;
b_ewyas_harold;;Ewyas Harold;
b_goodrich;;Goodrich;
b_pemridge_castle;;Newland;
b_pemridge;;Pembridge;
b_leominster;;Leominster;
#Worcestershire;;;
b_worcester;;Worcester;
b_evesham;;Evesham;
b_droitwich;;Droitwich;
b_pershore;;Pershore;
b_malvern;;Malvern;
b_kidderminster;;Kidderminster;
b_bromsgrove;;Bromsgrove;
b_feckenham;;Feckenham;
b_elmey_castle;;Elmey;
#Lancaster;;;
#Lancastershire;;;
b_lancaster;;Lancaster;
b_furness;;Furness;
b_ulverston;;Ulverston;
b_piel_island;;Fowdray;
b_salford;;Salford;
b_preston;;Preston;
b_liverpool;;Liverpool;
b_bolton;;Bolton;
b_penworthham;;Penworthham;
b_clitheroe;;Clitheroe;
b_blackburn;;Blackburn;
#Cheshire;;;
b_chester;;Chester;
b_halton;;Halton;
b_macclesfield;;Macclesfield;
b_malpas;;Malpas;
b_sandbach;;Sandbach;
b_nantwich;;Nantwich;
b_beeston;;Beeston;
b_frodsham;;Frodsham;
b_shotwick;;Shotwick;
b_aldford;;Aldford;
#Westmorland;;;
b_appleby;;Appleby;
b_kendal;;Kirkby;
b_brough;;Brough;
b_cartmel;;Cartmel;
b_brougham;;Brougham;
#York;;;
#York;;;
b_conisbrough;;Conisbrough;
b_york;;York;
b_doncaster;;Doncaster;
b_pontefract;;Pontefract;
b_tickhill;;Tickhill;
b_tickhillcastle;;Blythe;
b_skipton;;Skipton;
b_selby;;Selby;
b_kirkstall;;Kirkstall;
b_leeds;;Leeds;
b_sheffield;;Sheffield;
b_almondbury;;Almondbury;
b_huddersfield;;Huddersfield;
b_ripon;;Ripon;
b_halifax;;Halifax;
#York Moors;;;
b_scarborough;;Scarborough;
b_topcliffe;;Topcliffe;
b_bedale;;Bedale;
b_malton;;Malton;
b_pickering;;Pickering;
b_whitby;;Whitby;
b_knaresborough;;Knaresborough;
b_helmsley;;Helmsley;
b_rievaulx;;Rievaulx;
b_gisborough;;Gisborough;
b_middlesbrough;;Middlesbrough;
#Richmond;;;
b_gilling_west;;Gillingen;
b_middleham;;Middleham;
b_richmond;;Richmond;
#York Wolds;;;
b_cottingham;;Cottingham;
b_pocklington;;Pocklington;
b_bridlington;;Bridlington;
b_hull;;Kingston upon Hull;
b_skipsea;;Skipsea;
b_driffield;;Driffield;
b_howden;;Howden;
#Northumberland;;;
#Northumberland;;;
b_bamburgh;;Bamburgh;
b_hexham;;Hexham;
b_lindisfarne;;Lidnisfarne;
b_warkworth;;Warkworth;
b_alnwick;;Alnwick;
b_newcastle;;Newcastle;
b_norham;;Norham;
b_morpeth;;Morpeth;
b_harbottle;;Harbottle;
b_dunstanburgh;;Dunstanburgh;
#Durham;;;
b_durham;;Durham;
b_hartlepool;;hartlepool;
b_castle_barnard;;Gainford;
b_bowes;;Bowes;
b_auckland;;Auckland;
b_darlington;;Darlington;
b_stockton_on_tees;;Stoketon;
b_raby;;Raby;
b_washington;;Washington;
b_jarrow;;Jarrow;
b_chester-le-street;;Chester-le-Street;
#Cumberland;;;
b_carlisle;;Carlisle;
b_egremont;;Egremont;
b_penrith;;Penrith;
b_keswick;;Keswick;
b_cockermouth;;Cockermouth;
b_dacre;;Dacre;
b_gilsland;;Gilsland;
b_bewcastle;;Bewcastle;
#Channel Islands;;;
b_st_helier;;St Helier;
b_gorey;;Gorey;
b_st_peter_port;;St Peter Port;
###################################;;;
#Carinthia;;;
###################################;;;
#Carinthia;;;
###########;;;
b_sanktveit;;Sanktveit;
b_klagenfurt;;Klagenfurt;
b_karnburg;;Karnburg;
b_gurk;;Gurk;
b_ossiach;;Ossiach;
b_eberndorf;;Eberndorf;
b_millstatt;;Millstatt;
b_friesach;;Friesach;
b_volkermarkt;;Völkermarkt;
b_gmund;;Gmünd;
b_villach;;Villach;
b_ortenburg;;Ortenburg;
b_hohenburg;;Hohenburg;
b_haimburg;;Haimburg;
b_trixen;;Trixen;
#;;;
b_auersperg;;Auersperg;
b_krainburg;;Krainburg;
b_sittich;;Sittich;
b_bischoflack;;Bischoflack;
b_konstanjevica;;Konstanjevica;
b_michelstetten;;Michelstetten;
b_laibach;;Laibach;
b_kamnik;;Kamnik;
b_rudolfswert;;Rudolfswert;
b_merling;;Merling;
b_weichselberg;;Weichselberg;
b_reifnitz;;Reifnitz;
b_kostel;;Kostel;
#;;;
b_gorz;;Görz;
b_grado;;Grado;
b_vrtojba;;Vrtojba;
b_cervignano;;Cervignano;
b_monfalcone;;Monfalcone;
b_cormons;;Cormòns;
b_gradisca;;Gradisca;
#####;;;
#Styria;;;
b_eppenstein;;Eppenstein;
b_graz;;Graz;
b_seckau;;Seckau;
b_stubing;;Stübing;
b_admont;;Admont;
b_goss;;Göss;
b_leibnitz;;Leibnitz;
b_leoben;;Leoben;
b_judenburg;;Judenburg;
b_bruck;;Bruck;
b_kapfenberg;;Kapfenberg;
b_murau;;Murau;
b_landsberg;;Landsberg;
b_voitsberg;;Voitsberg;
#;;;
b_sanneck;;Sanneck;
b_celje;;Celje;
b_lavant;;Lavant;
b_marburg;;Marburg;
b_friedau;;Friedau;
b_rann;;Rann;
b_pettau;;Pettau;
b_windischgraz;;Windisch-Graetz;
b_guetenegg;;Guetenegg;
b_lemberg;;Lemberg;
#####;;;
#Austria;;;
b_kuhenring;;Kuhenring;
b_zwettl;;Zwettl;
b_krems;;Krems;
b_weitra;;Weitra;
b_stein;;Stein;
b_hardegg;;Hardegg;
b_hartenstein;;Hartenstein;
#;;;
b_pitten;;Pitten;
b_neunkirchen;;Neunkirchen;
b_wienerneustadt;;Wienerneustadt;
b_gloggnitz;;Gloggnitz;
b_pottschach;;Pottschach;
b_seebenstein;;Seebenstein;
#;;;
b_steyr;;Steyr;
b_linz;;Linz;
b_lambach;;Lambach;
b_schaunberg;;Schaunberg;
b_kremsmunster;;Kremsmunster;
b_sanktflorian;;Sanktflorian;
b_wilhering;;Wilhering;
b_enns;;Enns;
b_eferding;;Eferding;
b_wels;;Wels;
b_traun;;Traun;
b_wildberg;;Wildberg;
b_rebgau;;Rebgau;
b_freudenstein;;Freudenstein;
#;;;
b_pochlarn;;Pöchlarn;
b_wien;;Wien;
b_melk;;Melk;
b_raabs;;Raabs;
b_klosterneuburg;;Klosterneuburg;
b_heiligenkreuz;;Heiligenkreuz;
b_stpolten;;Stpolten;
b_modling;;Modling;
b_hainburg;;Hainburg;
b_liechtenstein;;Liechtenstein;
b_falkenstein;;Falkenstein;
b_stolzenworth;;Stolzenwörth;
b_maissau;;Maissau;
###;;;
#Tirol;;;
b_tirol;;Tyrol;
b_meran;;Meran;
b_brixen;;Brixen;
b_lienz;;Lienz;
b_stams;;Stams;
b_innichen;;Innichen;
b_innsbruck;;Innsbruck;
b_bozen;;Bozen;
b_sterzing;;Sterzing;
b_schlanders;;Schlanders;
b_bruneck;;Bruneck;
b_freundsberg;;Freundsberg;
b_klamm;;Klamm;
#;;;
b_trento;;Trento;
b_riva;;Riva;
b_rovereto;;Rovereto;
b_sanantonio;;Sanantonio;
b_tione;;Tione;
b_borgovalsugana;;Borgo Valsugana;
b_arco;;Arco;
b_pergine;;Pergine;
b_beseno;;Beseno;
b_albano;;Albano;
b_avio;;Avio;
###;;;
#Istria;;;
b_trieste;;Trieste;
b_porec;;Porec;
b_koper;;Koper;
b_piran;;Piran;
b_umag;;Umag;
b_duino;;Duino;
b_rovinj;;Rovinj;
#;;;
b_mitterburg;;Mitterburg;
b_pula;;Pula;
b_fiume;;Fiume;
b_stpeter;;St. Peter;
b_lovran;;Lovran;
b_labin;;Labin;
b_karstberg;;Karstberg;
b_berschetz;;Berschetz;
b_lupoglav;;Lupoglav;
#############;;;
#Schwaben;;;
##############;;;
#Waldburg;;;
b_waldburg;;Waldburg;
b_ravensburg;;Ravensburg;
b_biberach;;Biberach;
b_schussenried;;Schussenried;
b_wangen;;Wangen;
b_isny;;Isny;
b_leutkirch;;Leutkirch;
b_zeil;;Zeil;
b_trauchburg;;Trauchburg;
