#CODE                                          ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                       ;Germania;Germania;;;;
EVTOPTA_emf_heresy_2063                        ;        ;Knights of true Christendom!;Knights of true Christendom!;;Knights of true Christendom!;
EVTNAME_emf_heresy_2064                        ;        ;The Knights of Saint Mark;The Knights of Saint Mark;;The Knights of Saint Mark;
EVTDESC_emf_heresy_2064                        ;        ;In order the protect the oppressed faithful from the iron scepter of Muslim domination and the encroachment of the schismatics, the Knights of Saint Mark has arisen to preserve the Coptic populations scattered throughout Egypt and Abyssinia. Tales abound of their courage and tenacity, even against innumerably greater odds.;In order the protect the oppressed faithful from the iron scepter of Muslim domination and the encroachment of the schismatics, the Knights of Saint Mark has arisen to preserve the Coptic populations scattered throughout Egypt and Abyssinia. Tales abound of their courage and tenacity, even against innumerably greater odds.;;In order the protect the oppressed faithful from the iron scepter of Muslim domination and the encroachment of the schismatics, the Knights of Saint Mark has arisen to preserve the Coptic populations scattered throughout Egypt and Abyssinia. Tales abound of their courage and tenacity, even against innumerably greater odds.;
EVTTITLE_emf_heresy_2071                       ;        ;The Church of Lollardy;The Church of Lollardy;;The Church of Lollardy;
EVTDESC_emf_heresy_2071                        ;        ;The growing power of Lollardy has led it to organize itself as a reflection of the Catholic Church. Created through the political will of [From.GetBestName], this new Church has a leader: [new_lollard_primate.GetTitledName], elected at a special gathering of bishops in [From.Capital.GetName]. The Lollard world rejoices at the news!;The growing power of Lollardy has led it to organize itself as a reflection of the Catholic Church. Created through the political will of [From.GetBestName], this new Church has a leader: [new_lollard_primate.GetTitledName], elected at a special gathering of bishops in [From.Capital.GetName]. The Lollard world rejoices at the news!;;The growing power of Lollardy has led it to organize itself as a reflection of the Catholic Church. Created through the political will of [From.GetBestName], this new Church has a leader: [new_lollard_primate.GetTitledName], elected at a special gathering of bishops in [From.Capital.GetName]. The Lollard world rejoices at the news!;
EVTOPTA_emf_heresy_2071                        ;        ;Is this their idea of a Pope?;Is this their idea of a Pope?;;Is this their idea of a Pope?;
EVTOPTB_emf_heresy_2071                        ;        ;And so the Christian world devours itself;And so the Christian world devours itself;;And so the Christian world devours itself;
EVTOPTC_emf_heresy_2071                        ;        ;Glory to God!;Glory to God!;;Glory to God!;
EVTNAME_emf_heresy_2072                        ;        ;The Waldensian Church;The Waldensian Church;;The Waldensian Church;
EVTDESC_emf_heresy_2072                        ;        ;[Root.GetTitledName] has claimed the title of Waldensian Primate, head of all Christians who follow the teachings of Pierre Valdes and reject the greed and decadence of the Catholic Church. Others outside of [Root.PrimaryTitle.GetName] claim the [Root.GetManWoman] is little more than a glorified scholar, but to the Waldensian faithful [Root.GetSheHe] is a symbol of their victory against ignorance and attempts by their fellow Christians to suppress them. Perhaps, in time, [Root.GetTitledFirstNameNoRegnal] will lead the Waldensians to claiming a piece of history in Europe.;[Root.GetTitledName] has claimed the title of Waldensian Primate, head of all Christians who follow the teachings of Pierre Valdes and reject the greed and decadence of the Catholic Church. Others outside of [Root.PrimaryTitle.GetName] claim the [Root.GetManWoman] is little more than a glorified scholar, but to the Waldensian faithful [Root.GetSheHe] is a symbol of their victory against ignorance and attempts by their fellow Christians to suppress them. Perhaps, in time, [Root.GetTitledFirstNameNoRegnal] will lead the Waldensians to claiming a piece of history in Europe.;;[Root.GetTitledName] has claimed the title of Waldensian Primate, head of all Christians who follow the teachings of Pierre Valdes and reject the greed and decadence of the Catholic Church. Others outside of [Root.PrimaryTitle.GetName] claim the [Root.GetManWoman] is little more than a glorified scholar, but to the Waldensian faithful [Root.GetSheHe] is a symbol of their victory against ignorance and attempts by their fellow Christians to suppress them. Perhaps, in time, [Root.GetTitledFirstNameNoRegnal] will lead the Waldensians to claiming a piece of history in Europe.;
EVTOPTA_emf_heresy_2072                        ;        ;A glorious day for us all!;A glorious day for us all!;;A glorious day for us all!;
EVTOPTB_emf_heresy_2072                        ;        ;Who is this upstart scholar?;Who is this upstart scholar?;;Who is this upstart scholar?;
EVTOPTC_emf_heresy_2072                        ;        ;A scholar Pope? Now I've seen everything;A scholar Pope? Now I've seen everything;;A scholar Pope? Now I’ve seen everything;
EVTNAME_emf_heresy_2075                        ;        ;The [heretic_relhead.Religion.GetName] Conclave;The [heretic_relhead.Religion.GetName] Conclave;;The [heretic_relhead.Religion.GetName] Conclave;
EVTDESC_emf_heresy_2075                        ;        ;The [heretic_relhead.Religion.GetName] faith is considered heretical, but it would be foolish to ignore their growing power. A prominent [heretic_relhead.Religion.GetName] ruler by the name of [sponsor.GetTitledName] has called for a conclave in [sponsor.Capital.GetName] where [heretic_relhead.GetTitledFirstNameNoRegnal] and [parent_relhead.GetTitledFirstNameNoRegnal] can meet and discuss whether a peaceful resolution of their differences is possible.;The [heretic_relhead.Religion.GetName] faith is considered heretical, but it would be foolish to ignore their growing power. A prominent [heretic_relhead.Religion.GetName] ruler by the name of [sponsor.GetTitledName] has called for a conclave in [sponsor.Capital.GetName] where [heretic_relhead.GetTitledFirstNameNoRegnal] and [parent_relhead.GetTitledFirstNameNoRegnal] can meet and discuss whether a peaceful resolution of their differences is possible.;;The [heretic_relhead.Religion.GetName] faith is considered heretical, but it would be foolish to ignore their growing power. A prominent [heretic_relhead.Religion.GetName] ruler by the name of [sponsor.GetTitledName] has called for a conclave in [sponsor.Capital.GetName] where [heretic_relhead.GetTitledFirstNameNoRegnal] and [parent_relhead.GetTitledFirstNameNoRegnal] can meet and discuss whether a peaceful resolution of their differences is possible.;
EVTOPTA_emf_heresy_2075                        ;        ;We are hoping for the best;We are hoping for the best;;We are hoping for the best;
EVTOPTB_emf_heresy_2075                        ;        ;Peace with the [heretic_relhead.Religion.GetName] heretics? Truly?;Peace with the [heretic_relhead.Religion.GetName] heretics? Truly?;;Peace with the [heretic_relhead.Religion.GetName] heretics? Truly?;
EVTOPTA_emf_heresy_2076                        ;        ;Agree to a peaceful resolution;Agree to peaceful resolution;;Agree to peaceful resolution;
EVTOPTB_emf_heresy_2076                        ;        ;Refuse and call for the crusade;Refuse and call conclave;;Refuse and call conclave;
EVTDESC_emf_heresy_2077                        ;        ;In an unprecedented show of tolerance and diplomacy, [parent_relhead.GetTitledName] has agreed to a truce with [heretic_relhead.GetTitledName] and indeed the entire [heretic_relhead.Religion.GetName] faith after a historic meeting in [sponsor.Capital.GetName]. The [heretic_relhead.Religion.GetName]s will now be considered an offshoot of the [parent_relhead.Religion.GetName] religion, their differences a permanent schism, rather than a heresy which must be suppressed and stamped out. [heretic_relhead.Religion.GetName] faithful across all of Europe have risen up in celebration of this momentous day.;In an unprecedented show of tolerance and diplomacy, [parent_relhead.GetTitledName] has agreed to a truce with [heretic_relhead.GetTitledName] and indeed the entire [heretic_relhead.Religion.GetName] faith after a historic meeting in [sponsor.Capital.GetName]. The [heretic_relhead.Religion.GetName]s will now be considered an offshoot of the [parent_relhead.Religion.GetName] religion, their differences a permanent schism, rather than a heresy which must be suppressed and stamped out. [heretic_relhead.Religion.GetName] faithful across all of Europe have risen up in celebration of this momentous day.;;In an unprecedented show of tolerance and diplomacy, [parent_relhead.GetTitledName] has agreed to a truce with [heretic_relhead.GetTitledName] and indeed the entire [heretic_relhead.Religion.GetName] faith after a historic meeting in [sponsor.Capital.GetName]. The [heretic_relhead.Religion.GetName]s will now be considered an offshoot of the [parent_relhead.Religion.GetName] religion, their differences a permanent schism, rather than a heresy which must be suppressed and stamped out. [heretic_relhead.Religion.GetName] faithful across all of Europe have risen up in celebration of this momentous day.;
EVTOPTA_emf_heresy_2077                        ;        ;[Root.Religion.GetHighGodName] is with us!;[Root.Religion.GetHighGodName] is with us!;;[Root.Religion.GetHighGodName] is with us!;
EVTOPTB_emf_heresy_2077                        ;        ;We must tolerated these [heretic_relhead.Religion.GetName]s now?;We must tolerated these [heretic_relhead.Religion.GetName]s now?;;We must tolerate these [heretic_relhead.Religion.GetName]s now?;
EVTOPTC_emf_heresy_2077                        ;        ;A sign of [parent_relhead.Religion.GetName] weakness, clearly;A sign of [parent_relhead.Religion.GetName] weakness, clearly;;A sign of [parent_relhead.Religion.GetName] weakness, clearly;
EVTOPTD_emf_heresy_2077                        ;        ;This is all [heretic_relhead.Religion.GetGroupName] nonsense;This is all [heretic_relhead.Religion.GetGroupName] nonsense;;This is all [heretic_relhead.Religion.GetGroupName] nonsense;
EVTDESC_emf_heresy_2078                        ;        ;A historic meeting in [sponsor.Capital.GetName] between [heretic_relhead.GetTitledFirstNameNoRegnal] and [parent_relhead.GetTitledFirstNameNoRegnal] has ended in disaster. It was clear from the outset that [parent_relhead.GetTitledFirstNameNoRegnal] was ready to compromise on none of the [heretic_relhead.Religion.GetName] points of discussion, and eventually [parent_relhead.GetTitledFirstNameNoRegnal] left the conclave in disgust. [parent_relhead.GetSheHeCap] shortly afterwards called for a holy war against the [heretic_relhead.Religion.GetName]s by all [parent_relhead.Religion.GetName] faithful to reclaim their souls for [parent_relhead.Religion.GetHighGodName].;A historic meeting in [sponsor.Capital.GetName] between [heretic_relhead.GetTitledFirstNameNoRegnal] and [parent_relhead.GetTitledFirstNameNoRegnal] has ended in disaster. It was clear from the outset that [parent_relhead.GetTitledFirstNameNoRegnal] was ready to compromise on none of the [heretic_relhead.Religion.GetName] points of discussion, and eventually [parent_relhead.GetTitledFirstNameNoRegnal] left the conclave in disgust. [parent_relhead.GetSheHeCap] shortly afterwards called for a holy war against the [heretic_relhead.Religion.GetName]s by all [parent_relhead.Religion.GetName] faithful to reclaim their souls for [parent_relhead.Religion.GetHighGodName].;;A historic meeting in [sponsor.Capital.GetName] between [heretic_relhead.GetTitledFirstNameNoRegnal] and [parent_relhead.GetTitledFirstNameNoRegnal] has ended in disaster. It was clear from the outset that [parent_relhead.GetTitledFirstNameNoRegnal] was ready to compromise on none of the [heretic_relhead.Religion.GetName] points of discussion, and eventually [parent_relhead.GetTitledFirstNameNoRegnal] left the conclave in disgust. [parent_relhead.GetSheHeCap] shortly afterwards called for a holy war against the [heretic_relhead.Religion.GetName]s by all [parent_relhead.Religion.GetName] faithful to reclaim their souls for [parent_relhead.Religion.GetHighGodName].;
EVTOPTA_emf_heresy_2078                        ;        ;Did we truly expect any other result?;Did we truly expect any other result?;;Did we truly expect any other result?;
EVTOPTB_emf_heresy_2078                        ;        ;So be it!;So be it!;;So be it!;
EVTDESC_emf_heresy_2079                        ;        ;My [Root.GetLordLady],\nI have called on all [From.Religion.GetName] faithful to rise up in arms against the wicked [heretic_relhead.Religion.GetName]s and strike down their most prominent leader: [sponsor.GetBestName]. I ask that you join the cause at once, and prove the [From.Religion.GetName] faith is the only true one.\n\nIn [From.Religion.GetHighGodName]'s name,\n[From.GetBestName];My [Root.GetLordLady],\nI have called on all [From.Religion.GetName] faithful to rise up in arms against the wicked [heretic_relhead.Religion.GetName]s and strike down their most prominent leader: [sponsor.GetBestName]. I ask that you join the cause at once, and prove the [From.Religion.GetName] faith is the only true one.\n\nIn [From.Religion.GetHighGodName]'s name,\n[From.GetBestName];;My [Root.GetLordLady],\nI have called on all [From.Religion.GetName] faithful to rise up in arms against the wicked [heretic_relhead.Religion.GetName]s and strike down their most prominent leader: [sponsor.GetBestName]. I ask that you join the cause at once, and prove the [From.Religion.GetName] faith is the only true one.\n\nIn [From.Religion.GetHighGodName]’s name,\n[From.GetBestName];
EVTOPTA_emf_heresy_2079                        ;        ;To arms!;To arms!;;To arms!;
EVTOPTB_emf_heresy_2079                        ;        ;I shall consider it;I shall consider it;;I shall consider it;
EVTNAME_emf_heresy_2100                        ;        ;Acheiropoieta;Acheiropoieta;;Acheiropoieta;
EVTDESC_emf_heresy_2100                        ;        ;Above the gate to a city in [acheiropoieta_province.GetName], there is enshrined an Acheiropoieta: an icon which, it is claimed, was not created by human hands but rather came into existence miraculously. All icons in [Root.PrimaryTitle.GetName] are condemned to be destroyed, but the people of [acheiropoieta_province.GetName] have refused to destroy the Acheiropoieta, claiming its divine heritage shelters the city from danger. [iconoclast_patriarch.GetTitledName] has, however, demanded you deal it regardless.;Above the gate to a city in [acheiropoieta_province.GetName], there is enshrined an Acheiropoieta: an icon which, it is claimed, was not created by human hands but rather came into existence miraculously. All icons in [Root.PrimaryTitle.GetName] are condemned to be destroyed, but the people of [acheiropoieta_province.GetName] have refused to destroy the Acheiropoieta, claiming its divine heritage shelters the city from danger. [iconoclast_patriarch.GetTitledName] has, however, demanded you deal it regardless.;;Above the gate to a city in [acheiropoieta_province.GetName], there is enshrined an Acheiropoieta: an icon which, it is claimed, was not created by human hands but rather came into existence miraculously. All icons in [Root.PrimaryTitle.GetName] are condemned to be destroyed, but the people of [acheiropoieta_province.GetName] have refused to destroy the Acheiropoieta, claiming its divine heritage shelters the city from danger. [iconoclast_patriarch.GetTitledName] has, however, demanded you deal with it regardless.;
EVTOPTA_emf_heresy_2100                        ;        ;Send soldiers to destroy it immediately;Send soldiers to destroy it immediately;;Send soldiers to destroy it immediately;
EVTOPTB_emf_heresy_2100                        ;        ;Let them have their false icon;Let them have their false icon;;Let them have their false icon;
EVTOPTC_emf_heresy_2100                        ;        ;Take it and keep it for yourself;Take it and keep it for yourself;;Take it and keep it for yourself;
EVTDESC_emf_heresy_2101                        ;        ;You still have the acheiropoieta you took so long ago from the city in [acheiropoieta_province.GetName]. You keep it in a secluded shrine that only you have access to. Lately, as you go to visit it, you hear voices in your head, telling you things, things confusing your mind...;You still have the acheiropoieta you took so long ago from the city in [acheiropoieta_province.GetName]. You keep it in a secluded shrine that only you have access to. Lately, as you go to visit it, you hear voices in your head, telling you things, things confusing your mind...;;You still have the acheiropoieta you took so long ago from the city in [acheiropoieta_province.GetName]. You keep it in a secluded shrine that only you have access to. Lately, as you go to visit it, you hear voices in your head, telling you things, things confusing your mind...;
EVTOPTA_emf_heresy_2101                        ;        ;It really is divine! Icons are real!;It really is divine! Icons are real!;;It really is divine! Icons are real!;
EVTOPTB_emf_heresy_2101                        ;        ;It is [Root.Religion.GetRandomEvilGodName] trying to destroy me!;It is [Root.Religion.GetRandomEvilGodName] trying to destroy me!;;It is [Root.Religion.GetRandomEvilGodName] trying to destroy me!;
EVTNAME_emf_heresy_2102                        ;        ;Constantine's Return;Constantine's Return;;Constantine’s Return;
EVTDESC_emf_heresy_2102                        ;        ;The war is not going well, and many parts of the empire are already in chaos. Now, a group of soldiers has reportedly broken into the imperial mausoleum in the Church of the Holy Apostles, opened the sarcophagus of Constantine V, and implored him to return and save the empire. Iconoclast zealots have been quick to jump on this news, claiming it is Orthodox idolatry that is dooming the emperor. They have pleaded with [Root.GetTitledFirstNameNoRegnal] to honor the memory of the former emperor and lead the emperor away from its idolatrous ways before it is too late.;The war is not going well, and many parts of the empire are already in chaos. Now, a group of soldiers has reportedly broken into the imperial mausoleum in the Church of the Holy Apostles, opened the sarcophagus of Constantine V, and implored him to return and save the empire. Iconoclast zealots have been quick to jump on this news, claiming it is Orthodox idolatry that is dooming the emperor. They have pleaded with [Root.GetTitledFirstNameNoRegnal] to honor the memory of the former emperor and lead the emperor away from its idolatrous ways before it is too late.;;The war is not going well, and many parts of the empire are already in chaos. Now, a group of soldiers has reportedly broken into the imperial mausoleum in the Church of the Holy Apostles, opened the sarcophagus of Constantine V, and implored him to return and save the empire. Iconoclast zealots have been quick to jump on this news, claiming it is Orthodox idolatry that is dooming the emperor. They have pleaded with [Root.GetTitledFirstNameNoRegnal] to honor the memory of the former emperor and lead the emperor away from its idolatrous ways before it is too late.;
EVTOPTA_emf_heresy_2102                        ;        ;They are right -- the idolatry must end!;They are right -- the idolatry must end!;;They are right – the idolatry must end!;
EVTOPTB_emf_heresy_2102                        ;        ;That is not why we are losing the war;That is not why we are losing the war;;That is not why we are losing the war;
EVTOPTC_emf_heresy_2102                        ;        ;This does not bode well...;This does not bode well...;;This does not bode well…;
EVTDESC_emf_heresy_2103                        ;        ;[From.GetTitledFirstNameNoRegnal] has embraced the iconoclast heresy, demanding that all holy icons be destroyed and all subjects of the empire convert as [From.GetSheHe] has.;[From.GetTitledFirstNameNoRegnal] has embraced the iconoclast heresy, demanding that all holy icons be destroyed and all subjects of the empire convert as [From.GetSheHe] has.;;[From.GetTitledFirstNameNoRegnal] has embraced the iconoclast heresy, demanding that all holy icons be destroyed and all subjects of the empire convert as [From.GetSheHe] has.;
EVTOPTA_emf_heresy_2103                        ;        ;Perhaps [From.GetSheHe] is right...;Perhaps [From.GetSheHe] is right...;;Perhaps [From.GetSheHe] is right…;
EVTOPTB_emf_heresy_2103                        ;        ;[From.GetSheHeCap] is a fool and a heretic!;[From.GetSheHeCap] is a fool and a heretic!;;[From.GetSheHeCap] is a fool and a heretic!;
EVTOPTC_emf_heresy_2103                        ;        ;Finally an [From.PrimaryTitle.GetTitledName] with sense!;Finally an [From.PrimaryTitle.GetTitledName] with sense!;;Finally an [From.PrimaryTitle.GetTitledName] with sense!;
EVTOPTD_emf_heresy_2103                        ;        ;This is of no concern to me;This is of no concern to me;;This is of no concern to me;
EVTNAME_emf_heresy_2105                        ;        ;[Root.GetTitledFirstNameNoRegnal];[Root.GetTitledFirstNameNoRegnal];;[Root.GetTitledFirstNameNoRegnal];
EVTDESC_emf_heresy_2105                        ;        ;While the Paulician faith has been riven by internal conflicts for the last few decades, the heresy has a new leader in [Root.GetTitledFirstNameNoRegnal], a zealous priest of [Root.Culture.GetName] origin as well as an effective converter. He has spread his sect throughout Armenian lands ruled by the Byzantine Empire, and is very quickly becoming a major problem for Orthodox rulers.;While the Paulician faith has been riven by internal conflicts for the last few decades, the heresy has a new leader in [Root.GetTitledFirstNameNoRegnal], a zealous priest of [Root.Culture.GetName] origin as well as an effective converter. He has spread his sect throughout Armenian lands ruled by the Byzantine Empire, and is very quickly becoming a major problem for Orthodox rulers.;;While the Paulician faith has been riven by internal conflicts for the last few decades, the heresy has a new leader in [Root.GetTitledFirstNameNoRegnal], a zealous priest of [Root.Culture.GetName] origin as well as an effective converter. He has spread his sect throughout Armenian lands ruled by the Byzantine Empire, and is very quickly becoming a major problem for Orthodox rulers.;
EVTOPTA_emf_heresy_2105                        ;        ;Blasted heretics!;Blasted heretics!;;Blasted heretics!;
EVTDESC_emf_heresy_2106                        ;        ;All across the Byzantine Empire, Paulicians are being violently persecuted on the order of [Root.GetTitledName]. They are rounded up and imprisoned, their homes burned and their belongings seized. All Paulician courtiers have been ordered either executed or banished.;All across the Byzantine Empire, Paulicians are being violently persecuted on the order of [Root.GetTitledName]. They are rounded up and imprisoned, their homes burned and their belongings seized. All Paulician courtiers have been ordered either executed or banished.;;All across the Byzantine Empire, Paulicians are being violently persecuted on the order of [Root.GetTitledName]. They are rounded up and imprisoned, their homes burned and their belongings seized. All Paulician courtiers have been ordered either executed or banished.;
EVTOPTA_emf_heresy_2106                        ;        ;Hopefully that will take care of it;Hopefully that will take care of it;;Hopefully that will take care of it;
EVTOPTB_emf_heresy_2106                        ;        ;A rather extreme measure...;A rather extreme measure...;;A rather extreme measure…;
EVTOPTC_emf_heresy_2106                        ;        ;This is an outrage!;This is an outrage!;;This is an outrage!;
EVTNAME_emf_heresy_2107                        ;        ;The Paulician Patriarch;The Paulician Patriarch;;The Paulician Patriarch;
EVTDESC_emf_heresy_2107                        ;        ;[Root.GetTitledName] has claimed the title of Paulician Patriarch, head of all Christians who follow the teachings of Paul of Samosata. Others outside of [Root.PrimaryTitle.GetName] claim the [Root.GetManWoman] is little more than a glorified warlord, but to the Paulician faithful [Root.GetSheHe] is a symbol of their victory against attempts by their fellow Christians to suppress them. Perhaps, in time, [Root.GetTitledFirstNameNoRegnal] will lead the Paulicians to claiming a piece of history in Europe.;[Root.GetTitledName] has claimed the title of Paulician Patriarch, head of all Christians who follow the teachings of Paul of Samosata. Others outside of [Root.PrimaryTitle.GetName] claim the [Root.GetManWoman] is little more than a glorified warlord, but to the Paulician faithful [Root.GetSheHe] is a symbol of their victory against attempts by their fellow Christians to suppress them. Perhaps, in time, [Root.GetTitledFirstNameNoRegnal] will lead the Paulicians to claiming a piece of history in Europe.;;[Root.GetTitledName] has claimed the title of Paulician Patriarch, head of all Christians who follow the teachings of Paul of Samosata. Others outside of [Root.PrimaryTitle.GetName] claim the [Root.GetManWoman] is little more than a glorified warlord, but to the Paulician faithful [Root.GetSheHe] is a symbol of their victory against attempts by their fellow Christians to suppress them. Perhaps, in time, [Root.GetTitledFirstNameNoRegnal] will lead the Paulicians to claiming a piece of history in Europe.;
EVTOPTA_emf_heresy_2107                        ;        ;A glorious day for us all!;A glorious day for us all!;;A glorious day for us all!;
EVTOPTB_emf_heresy_2107                        ;        ;Who is this upstart heretic?;Who is this upstart heretic?;;Who is this upstart heretic?;
EVTOPTC_emf_heresy_2107                        ;        ;A self-titled warmonger? How very Christian...;A self-titled warmonger? How very Christian...;;A self-titled warmonger? How very Christian…;
EVTNAME_emf_heresy_2110                        ;        ;Bogomilists in [Root.PrimaryTitle.GetName];Bogomilists in [Root.PrimaryTitle.GetName];;Bogomils in [Root.PrimaryTitle.GetName];
EVTDESC_emf_heresy_2110                        ;        ;A heresiarch by the name of 'Bogomil', which may not even be his true name, has appeared in the province of Kossovo, capitalizing on the anger of the locals following their conversion from pagan ways. His teachings of a heresy that seems to combine Christianity with a combination of Gnostic dualism and anti-church sentiment has caught on extremely quickly in both Kossovo and the surrounding areas, presenting a challenge to [Root.GetTitledName]'s rule as well as to the authority of the [Root.Religion.GetName] faith. Some believe that this 'Bogomil' has reached the court of [Root.GetTitledFirstNameNoRegnal], and that [Root.GetSheHe] might even be considered a conversion to these heretical beliefs.;A heresiarch by the name of 'Bogomil', which may not even be his true name, has appeared in the province of Kossovo, capitalizing on the anger of the locals following their conversion from pagan ways. His teachings of a heresy that seems to combine Christianity with a combination of Gnostic dualism and anti-church sentiment has caught on extremely quickly in both Kossovo and the surrounding areas, presenting a challenge to [Root.GetTitledName]'s rule as well as to the authority of the [Root.Religion.GetName] faith. Some believe that this 'Bogomil' has reached the court of [Root.GetTitledFirstNameNoRegnal], and that [Root.GetSheHe] might even be considered a conversion to these heretical beliefs.;;A heresiarch by the name of “Bogomil,” which may not even be his true name, has appeared in the province of Kossovo, capitalizing on the anger of the locals following their conversion from pagan ways. His teachings of a heresy that seems to combine Christianity with a combination of Gnostic dualism and anti-church sentiment has caught on extremely quickly in both Kossovo and the surrounding areas, presenting a challenge to [Root.GetTitledName]’s rule as well as to the authority of the [Root.Religion.GetName] faith. Some believe that this “Bogomil” has reached the court of [Root.GetTitledFirstNameNoRegnal], and that [Root.GetSheHe] might even have considered a conversion to these heretical beliefs.;
EVTOPTA_emf_heresy_2110                        ;        ;I believe this priest has wise things to say;I believe this priest has wise things to say;;I believe this priest has wise things to say;
EVTOPTB_emf_heresy_2110                        ;        ;Me, convert? To a foul heresy?!;Me, convert? To a foul heresy?!;;Me, convert? To a foul heresy?!;
EVTOPTC_emf_heresy_2110                        ;        ;Hurrah!;Hurrah!;;Hurrah!;
EVTOPTD_emf_heresy_2110                        ;        ;This does not bode well...;This does not bode well...;;This does not bode well…;
EVTDESC_emf_heresy_2112                        ;        ;The formalization process of Bogomilism has officially begun, with [Root.GetTitledFirstNameNoRegnal] meeting with a group of perfecti leaders in [Root.Capital.GetName] and expressing [Root.GetHerHis] desire to see the faith go from a disorganized movement to one fully integrated with [Root.GetHerHis] rule. They expressed doubt, but were willing to hear [Root.GetHerHim] out, for the time being.;The formalization process of Bogomilism has officially begun, with [Root.GetTitledFirstNameNoRegnal] meeting with a group of perfecti leaders in [Root.Capital.GetName] and expressing [Root.GetHerHis] desire to see the faith go from a disorganized movement to one fully integrated with [Root.GetHerHis] rule. They expressed doubt, but were willing to hear [Root.GetHerHim] out, for the time being.;;The formalization process of Bogomilism has officially begun, with [Root.GetTitledFirstNameNoRegnal] meeting with a group of perfecti leaders in [Root.Capital.GetName] and expressing [Root.GetHerHis] desire to see the faith go from a disorganized movement to one fully integrated with [Root.GetHerHis] rule. They expressed doubt, but were willing to hear [Root.GetHerHim] out, for the time being.;
EVTOPTA_emf_heresy_2112                        ;        ;We will all have to be patient;We will all have to be patient;;We will all have to be patient;
EVTDESC_emf_heresy_2113_religion               ;        ;All this talk of 'reforming' the Bogomilist faith in [Root.PrimaryTitle.GetName] is pointless. Perhaps the previous rulers were interested in such a thing, but since you are not a Bogomilist, you will certainly have no part in it.;All this talk of 'reforming' the Bogomilist faith in [Root.PrimaryTitle.GetName] is pointless. Perhaps the previous rulers were interested in such a thing, but since you are not a Bogomilist, you will certainly have no part in it.;;All this talk of “reforming” the Bogomil faith in [Root.PrimaryTitle.GetName] is pointless. Perhaps the previous rulers were interested in such a thing, but since you are not a Bogomil, you will certainly have no part in it.;
EVTDESC_emf_heresy_2113_rule                   ;        ;While you would gladly continue the process of reforming the Bogomilist faith, you no longer have the influence to do so.;While you would gladly continue the process of reforming the Bogomilist faith, you no longer have the influence to do so.;;While you would gladly continue the process of reforming the Bogomil faith, you no longer have the influence to do so.;
EVTDESC_emf_heresy_2114                        ;        ;[Root.GetTitledName]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have been rewarded after a recent meeting of Perfecti in [Root.Capital.GetName]. They finally agreed to a common liturgy, so that ceremonies performed across [Root.PrimaryTitle.GetName] use a common set of prayers and rituals, and that this will be taught to new Perfecti going forward.;[Root.GetTitledName]'s tireless efforts to promote the transition of the Bogomilist faith from a disorganized movement into a structured religion have been rewarded after a recent meeting of Perfecti in [Root.Capital.GetName]. They finally agreed to a common liturgy, so that ceremonies performed across [Root.PrimaryTitle.GetName] use a common set of prayers and rituals, and that this will be taught to new Perfecti going forward.;;[Root.GetTitledName]’s tireless efforts to promote the transition of the Bogomil faith from a disorganized movement into a structured religion have been rewarded after a recent meeting of Perfecti in [Root.Capital.GetName]. They finally agreed to a common liturgy, so that ceremonies performed across [Root.PrimaryTitle.GetName] use a common set of prayers and rituals, and that this will be taught to new Perfecti going forward.;
EVTDESC_emf_heresy_2115                        ;        ;Up until now, Bogomilist priests have all used different letters and gospels in their preaching, a result of the scattered and disparate beginnings of the faith. At the behest of [Root.GetTitledName], the '[Root.GetOnlyDynastyName] Bible' has been written and agred upon as canon by a council of Perfecti in [Root.Capital.GetName].;Up until now, Bogomilist priests have all used different letters and gospels in their preaching, a result of the scattered and disparate beginnings of the faith. At the behest of [Root.GetTitledName], the '[Root.GetOnlyDynastyName] Bible' has been written and agred upon as canon by a council of Perfecti in [Root.Capital.GetName].;;Up until now, Bogomil priests have all used different letters and gospels in their preaching, a result of the scattered and disparate beginnings of the faith. At the behest of [Root.GetTitledName], the “[Root.GetOnlyDynastyName] Bible” has been written and agreed upon as canon by a council of Perfecti in [Root.Capital.GetName].;
EVTDESC_emf_heresy_2116                        ;        ;In order to continue the process of formalizing the Bogomilist faith, the scattered preachers and Perfecti will need to be gathered together in councils. They resist such efforts an organization, however, and the only way to see it done will be with coin -- for the poor, for shrines, for bribes, and for God.;In order to continue the process of formalizing the Bogomilist faith, the scattered preachers and Perfecti will need to be gathered together in councils. They resist such efforts an organization, however, and the only way to see it done will be with coin -- for the poor, for shrines, for bribes, and for God.;;In order to continue the process of formalizing the Bogomil faith, the scattered preachers and Perfecti will need to be gathered together in councils. They resist such efforts an organization, however, and the only way to see it done will be with coin – for the poor, for shrines, for bribes, and for God.;
EVTOPTA_emf_heresy_2116                        ;        ;If that is what it takes, so be it;If that is what it takes, so be it;;If that is what it takes, so be it;
EVTOPTB_emf_heresy_2116                        ;        ;I will not bribe my faith into reform;I will not bribe my faith into reform;;I will not bribe my faith into reform;
