#CODE                                                       ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                                    ;Germania;Germania;;;;
imperial_job_spymaster_german                               ;Court Informant;Hofspitzel;;;;
imperial_job_chancellor_dutch                               ;Chancellor;Kanselier;;;;
imperial_job_spymaster_dutch                                ;Spymaster;Spionmeester;;;;
imperial_job_spiritual_dutch                                ;Court Chaplain;Hofpredikant;;;;
imperial_job_marshal_dutch                                  ;Marshal ;Maarschalk;;;;
imperial_job_treasurer_dutch                                ;Treasurer;Penningmeester;;;;
imperial_job_treasurer_frisian                              ;Coin Master;Jildstikmaster;;;;
imperial_job_marshal_frisian                                ;Marshal ;Maarschalk;;;;
imperial_job_chancellor_frisian                             ;Chancellor;Kanselier;;;;
imperial_job_spymaster_frisian                              ;Spymaster;Spionmaster;;;;
imperial_job_spiritual_frisian                              ;Court Pastor;Hofdominy;;;;
imperial_job_chancellor_iranian                             ;Grand Vizier;Vazír-e Azam;;;;
imperial_job_marshal_iranian                                ;Minister for War;Vazír-i-Lashkar;;;;
imperial_job_spymaster_iranian                              ;Minister for the Barid;Vazír-i-Baríd;;;;
imperial_job_treasurer_iranian                              ;Minister for Finance;Vazír-i-Daftar;;;;
imperial_job_spiritual_iranian                              ;Great Imam;Imam-e-Azam;;;;
imperial_job_chancellor_sardinian                           ;Chancellor;Cancelleri;;;;
imperial_job_marshal_sardinian                              ;Marshal ;Maniscalcu;;;;
imperial_job_treasurer_sardinian                            ;Camerlengo;Camarilingu;;;;
imperial_job_marshal_khitan                                 ;        ;Tayangu;;;;
imperial_job_chancellor_mongol                              ;Chief Judge;Yeke Jarghuchi;;;;
imperial_job_treasurer_mongol                               ;        ;Ulugh Bitikchi;;;;
imperial_title_master_of_the_horse_swedish                  ;Equerry ;Stallmästare;;;;
imperial_title_master_of_the_horse_lithuanian               ;Master of the Horse;Koniuszy;;;;
imperial_title_master_of_the_horse_russian                  ;Master of the Horse;Konyushy;;;;
imperial_title_master_of_the_horse_german                   ;Master of the Horse;Oberststallmeister;;;;
imperial_title_high_almoner_frankish                        ;Grand Almoner;Grand Aumonier;;;;
imperial_title_cupbearer_frankish                           ;Cup-bearer;Échanson;;;;
imperial_title_master_of_the_horse_frankish                 ;Grand Squire;Grand Écuyer;;;;
imperial_title_master_of_the_hunt_frankish                  ;Grand Huntsman;Grand Veneur;;;;
imperial_title_seneschal_frankish                           ;Grand Chamberlain;Grand Chambellan;;;;
imperial_title_high_almoner_occitan                         ;Grand Almoner;Grand Aumonier;;;;
imperial_title_cupbearer_occitan                            ;Cup-bearer;Échanson;;;;
imperial_title_master_of_the_horse_occitan                  ;Grand Squire;Grand Écuyer;;;;
imperial_title_master_of_the_hunt_occitan                   ;Grand Huntsman;Grand Veneur;;;;
imperial_title_seneschal_occitan                            ;Grand Chamberlain;Grand Chambellan;;;;
imperial_title_master_of_the_horse_castillan                ;Great Equerry;Caballerizo Mayor;;;;
imperial_title_master_of_the_horse_catalan                  ;Great Equerry;Caballerizo Mayor;;;;
imperial_title_master_of_the_horse_polish                   ;Master of the Horse;Koniuszy;;;;
imperial_title_master_of_the_horse_hungarian                ;Master of the Horse;Fölovászmester;;;;
imperial_title_high_almoner_hungarian                       ;Almoner ;Alamizsnaosztó;;;;
imperial_title_cupbearer_hungarian                          ;Cup-bearer;Pohárnok;;;;
imperial_title_master_of_the_hunt_hungarian                 ;Senior Master Hunter;Fövadászmester;;;;
imperial_title_seneschal_hungarian                          ;Seneschal;Udvarmester;;;;
imperial_title_court_jester_hungarian                       ;Jester  ;Udvari bolond;;;;
imperial_title_keeper_of_swans_hungarian                    ;Master of the Stewards;Asztalnok;;;;
imperial_title_court_jester_dutch                           ;Jester  ;Hofnar;;;;
imperial_title_keeper_of_swans_dutch                        ;Swan Keeper;Zwaanhoeder;;;;
imperial_title_master_of_the_horse_frisian                  ;Master of the Horse;Master fan de hynders;;;;
imperial_title_high_almoner_frisian                         ;Almoner ;Ielmisenier;;;;
imperial_title_cupbearer_frisian                            ;Court Skinker;Hofskinker;;;;
imperial_title_master_of_the_hunt_frisian                   ;Master of the Hunt;Jachtmaster;;;;
imperial_title_seneschal_frisian                            ;Seneschal;Senesjal;;;;
imperial_title_court_jester_frisian                         ;Court Lunatic;Hofhealwiis;;;;
imperial_title_keeper_of_swans_frisian                      ;Swan Guard;Swanbeweitser;;;;
imperial_title_high_admiral_dutch                           ;High Admiral;Hoge Admiraal;;;;
imperial_title_high_judge_dutch                             ;High Judge;Hoge Rechter;;;;
imperial_title_state_inquisitor_dutch                       ;State Inquisitor;Staatsinquisitoir;;;;
imperial_title_high_admiral_frisian                         ;High Admiral;Heeche Admiraal;;;;
imperial_title_high_judge_frisian                           ;High Judge;Heeche Rjochter;;;;
imperial_title_state_inquisitor_frisian                     ;State Inquisitor;Steatsinquisitoir;;;;
imperial_title_dauphine_of_france                           ;Dauphin ;Le Dauphin;;;;
imperial_title_king_of_romans                               ;King of the Romans;Rex Romanorum;;;;
imperial_title_archchancellor_of_germany                    ;Archchancellor of Germany;Erzkanzler von Deutschland;;;;
imperial_title_archchancellor_of_burgundy                   ;Archchancellor of Burgundy;Erzkanzler von Burgund;;;;
imperial_title_archchancellor_of_italy                      ;Archchancellor of Italy;Erzkanzler von Italien;;;;
imperial_title_archcupbearer_of_hre                         ;Arch-Cupbearer;Erzmundschenk;;;;
imperial_title_archsteward_of_hre                           ;Arch-Steward;Erztruchseß;;;;
imperial_title_archmarshal_of_hre                           ;Arch-Marshal;Erzmarschall;;;;
imperial_title_archchamberlain_of_hre                       ;Arch-Chamberlain;Erzkämmerer;;;;
imperial_title_archtreasurer_of_hre                         ;Arch-Treasurer;Erzschatzmeister;;;;
imperial_title_archbannerbearer_of_hre                      ;Arch-Bannerbearer;Erzbannerträger;;;;
imperial_title_archmaster_of_the_hunt_of_hre                ;Arch-Master of the Hunt;Erzjägermeister;;;;
imperial_title_rector_of_burgundy                           ;Rector of Burgundy;Rektor von Burgund;;;;
imperial_title_marcher_lord                                 ;        ;Marcher Lord;;;;
imperial_title_marcher_earl                                 ;        ;Earl of March;;;;
imperial_title_marcher_earl_scotland                        ;        ;Earl of March;;;;
imperial_title_earl_of_arundel                              ;        ;Earl of Arundel;;;;
imperial_title_councilmember_king                           ;        ;Advisor;;;;
imperial_title_councilmember_emperor                        ;        ;Advisor;;;;
imperial_duchy_norse                                        ;        ;Jarldom;;;;
imperial_duchy_russian                                      ;        ;Grand Principality;;;;
imperial_empire_russian                                     ;        ;Tsardom;;;;
imperial_title_behi                                         ;        ;Behi;;;;
imperial_title_master_of_the_eagle                          ;        ;Master of the Eagle;;;;
imperial_title_commander                                    ;        ;Commander;;;;
imperial_empire_of_altaic                                   ;        ;Empire of;;;;
imperial_title_appointed_regent                             ;        ;Designated Regent;;;;
imperial_count_pictish                                      ;        ;Earl;;;;
imperial_job_spiritual_zun_pagan                            ;        ;Diviner;;;;
imperial_job_spiritual_zun_pagan_reformed                   ;        ;Diviner;;;;
imperial_duchy_of_norse                                     ;        ;Jarldom of;;;;
imperial_duke_finnish_pagan                                 ;        ;High Chief;;;;
imperial_duke_female_finnish_pagan                          ;        ;High Chieftess;;;;
imperial_duke_finnish_pagan_reformed                        ;        ;High Chief;;;;
imperial_duke_female_finnish_pagan_reformed                 ;        ;High Chieftess;;;;
imperial_duchy_of_finnish_pagan                             ;        ;High Chiefdom of;;;;
imperial_duchy_of_finnish_pagan_reformed                    ;        ;High Chiefdom of;;;;
imperial_duke_baltic_pagan                                  ;        ;High Chief;;;;
imperial_duke_female_baltic_pagan                           ;        ;High Chieftess;;;;
imperial_duke_baltic_pagan_reformed                         ;        ;High Chief;;;;
imperial_duke_female_baltic_pagan_reformed                  ;        ;High Chieftess;;;;
imperial_duchy_of_baltic_pagan                              ;        ;High Chiefdom of;;;;
imperial_duchy_of_baltic_pagan_reformed                     ;        ;High Chiefdom of;;;;
imperial_duke_tengri_pagan                                  ;        ;High Chief;;;;
imperial_duke_female_tengri_pagan                           ;        ;High Chieftess;;;;
imperial_duke_tengri_pagan_reformed                         ;        ;High Chief;;;;
imperial_duke_female_tengri_pagan_reformed                  ;        ;High Chieftess;;;;
imperial_duke_slavic_pagan                                  ;        ;High Chief;;;;
imperial_duke_female_slavic_pagan                           ;        ;High Chieftess;;;;
imperial_duke_slavic_pagan_reformed                         ;        ;High Chief;;;;
imperial_duke_female_slavic_pagan_reformed                  ;        ;High Chieftess;;;;
imperial_duchy_of_slavic_pagan                              ;        ;High Chiefdom of;;;;
imperial_duchy_of_slavic_pagan_reformed                     ;        ;High Chiefdom of;;;;
imperial_job_spiritual_indian_group                         ;Upadhyay;Upadhyaya;;;;
imperial_title_master_of_the_royal_elephants                ;        ;Master of the Royal Elephants;;;;
imperial_title_royal_builder                                ;        ;Royal Builder;;;;
imperial_title_court_poet_india                             ;        ;Court Poet;;;;
imperial_emperor_dravidian_group                            ;Emperor ;Samrat;;;;
imperial_emperor_female_dravidian_group                     ;Empress ;Samrajni;;;;
imperial_king_dravidian_group                               ;        ;Maharaja;;;;
imperial_king_female_dravidian_group                        ;        ;Maharani;;;;
imperial_duke_dravidian_group                               ;        ;Raja;;;;
imperial_duke_female_dravidian_group                        ;        ;Rani;;;;
imperial_count_dravidian_group                              ;        ;Thakur;;;;
imperial_count_female_dravidian_group                       ;        ;Thakurani;;;;
imperial_baron_dravidian_group                              ;        ;Damapati;;;;
imperial_baron_female_dravidian_group                       ;        ;Damapatni;;;;
imperial_duchy_dravidian_group                              ;        ;Raj;;;;
imperial_county_dravidian_group                             ;        ;Thikana;;;;
imperial_barony_dravidian_group                             ;        ;Dama;;;;
imperial_duchy_of_dravidian_group                           ;        ;Raj of;;;;
imperial_county_of_dravidian_group                          ;        ;Thikana of;;;;
imperial_barony_of_dravidian_group                          ;        ;Dama of;;;;
imperial_emperor_indo_aryan_group                           ;Emperor ;Samrat;;;;
imperial_emperor_female_indo_aryan_group                    ;Empress ;Samrajni;;;;
imperial_king_indo_aryan_group                              ;        ;Maharaja;;;;
imperial_king_female_indo_aryan_group                       ;        ;Maharani;;;;
imperial_duke_indo_aryan_group                              ;        ;Raja;;;;
imperial_duke_female_indo_aryan_group                       ;        ;Rani;;;;
imperial_count_indo_aryan_group                             ;        ;Thakur;;;;
imperial_count_female_indo_aryan_group                      ;        ;Thakurani;;;;
imperial_baron_indo_aryan_group                             ;        ;Damapati;;;;
imperial_baron_female_indo_aryan_group                      ;        ;Damapatni;;;;
imperial_title_prince_indo_aryan_group                      ;        ;Rajkumar;;;;
imperial_title_prince_female_indo_aryan_group               ;        ;Rajkumari;;;;
imperial_duchy_indo_aryan_group                             ;        ;Raj;;;;
imperial_county_indo_aryan_group                            ;        ;Thikana;;;;
imperial_barony_indo_aryan_group                            ;        ;Dama;;;;
imperial_duchy_of_indo_aryan_group                          ;        ;Raj of;;;;
imperial_county_of_indo_aryan_group                         ;        ;Thikana of;;;;
imperial_barony_of_indo_aryan_group                         ;        ;Dama of;;;;
imperial_title_guru                                         ;        ;Court Guru;;;;
imperial_job_spiritual_finnish_pagan                        ;        ;Diviner;;;;
imperial_job_spiritual_finnish_pagan_reformed               ;        ;Diviner;;;;
imperial_job_spiritual_baltic_pagan                         ;        ;Diviner;;;;
imperial_job_spiritual_baltic_pagan_reformed                ;        ;Diviner;;;;
imperial_job_spiritual_slavic_pagan                         ;        ;Diviner;;;;
imperial_job_spiritual_slavic_pagan_reformed                ;        ;Diviner;;;;
imperial_job_spiritual_tengri_pagan                         ;        ;Diviner;;;;
imperial_job_spiritual_tengri_pagan_reformed                ;        ;Diviner;;;;
imperial_job_spiritual_zoroastrian                          ;Mobed   ;Mobad;;;;
imperial_job_spiritual_hellenic_pagan                       ;        ;Diviner;;;;
imperial_job_spiritual_pagan                                ;        ;Diviner;;;;
imperial_title_courtesan                                    ;        ;Concubine;;;;
imperial_baron_norse_pagan_reformed                         ;Thegn   ;Þegn;;;;
imperial_baron_norse                                        ;Thegn   ;Þegn;;;;
imperial_job_spiritual_norse_pagan                          ;        ;Seer;;;;
imperial_job_spiritual_norse_pagan_reformed                 ;        ;Seer;;;;
imperial_job_spiritual_female_norse_pagan                   ;        ;Seeress;;;;
imperial_job_spiritual_female_norse_pagan_reformed          ;        ;Seeress;;;;
imperial_job_spiritual_zoroastrian_group                    ;Mobed   ;Mobad;;;;
imperial_king_female_iranian                                ;Banbishn;Banebshen;;;;
imperial_baron_iranian                                      ;Argbed  ;Argbadh;;;;
imperial_barony_iranian                                     ;        ;Arg;;;;
imperial_barony_of_iranian                                  ;        ;Arg of;;;;
imperial_count_iranian                                      ;Marzban ;Marzoban;;;;
imperial_county_of_iranian                                  ;        ;Marzpanate of;;;;
imperial_duke_iranian                                       ;        ;Satrap;;;;
imperial_duchy_of_iranian                                   ;        ;Satrapy of;;;;
imperial_county_iranian                                     ;        ;Marzpanate;;;;
imperial_duchy_iranian                                      ;        ;Satrapy;;;;
imperial_kingdom_iranian                                    ;        ;Shahdom;;;;
imperial_title_volva                                        ;        ;Court Völva;;;;
imperial_title_cherbi                                       ;        ;Cherbi;;;;
imperial_title_darkhan                                      ;        ;Darkhan;;;;
imperial_title_noyan                                        ;        ;Noyan;;;;
imperial_title_baghatur                                     ;        ;Baghatur;;;;
imperial_title_lawspeaker                                   ;        ;Lawspeaker;;;;
imperial_title_drottseti                                    ;        ;Dróttseti;;;;
imperial_title_court_skald                                  ;        ;Court Skald;;;;
imperial_title_marksman                                     ;        ;Merkismaðr;;;;
imperial_title_hirdman                                      ;        ;Hirdman;;;;
imperial_title_shahrwaraz                                   ;Shahrbaraz;Shahrwarãz;;;;
imperial_title_kardarigan                                   ;        ;Kardarigan;;;;
imperial_title_shahin                                       ;        ;Shahin;;;;
imperial_title_pushtigban_salar                             ;        ;Pushtigban-salar;;;;
imperial_title_spahbod                                      ;Spahbed ;Spahbod;;;;
imperial_title_eran_ambaragbed                              ;Eran-embaragbed;Eran Ambaragbed;;;;
imperial_job_chancellor_zoroastrian_group                   ;        ;Astabadh;;;;
imperial_job_marshal_zoroastrian_group                      ;Eran-Spahbed;Eran Spahbod;;;;
imperial_job_treasurer_zoroastrian_group                    ;Chamberlain;Darik-Pat;;;;
imperial_title_champion                                     ;        ;Champion;;;;
imperial_title_master_of_the_blade                          ;        ;Master of the Blade;;;;
imperial_title_master_of_the_bow                            ;        ;Master of the Bow;;;;
imperial_title_venerable_elder                              ;        ;Venerable Elder;;;;
imperial_title_yabgu                                        ;        ;Yabgu;;;;
imperial_title_ishad                                        ;        ;Ishad;;;;
imperial_title_kundur                                       ;        ;Kündür;;;;
imperial_job_spymaster_greek                                ;        ;Mystikos;;;;
imperial_job_spiritual_orthodox                             ;Sacristan;Ecclesiarch;;;;
imperial_count_female_pagan_group                           ;        ;Chieftess;;;;
imperial_title_patrician_heir                               ;        ;Designated Heir;;;;
imperial_title_tanist                                       ;        ;Tanist;;;;
imperial_title_state_inquisitor                             ;        ;State Inquisitor;;;;
imperial_title_high_admiral                                 ;        ;High Admiral;;;;
imperial_title_high_judge                                   ;        ;High Judge;;;;
imperial_king_iranian                                       ;        ;Shah;;;;
imperial_kingdom_of_iranian                                 ;        ;Shahdom of;;;;
imperial_duke_female_iranian                                ;        ;Emira;;;;
imperial_count_female_iranian                               ;        ;Shaykhah;;;;
imperial_baron_female_iranian                               ;        ;Wâlia;;;;
imperial_count_female_arabic                                ;        ;Shaykhah;;;;
imperial_baron_female_arabic                                ;        ;Wâlia;;;;
imperial_king_female_turkish                                ;        ;Sultana;;;;
imperial_duke_female_turkish                                ;        ;Beylerbayan;;;;
imperial_count_female_turkish                               ;        ;Bayan;;;;
imperial_baron_female_turkish                               ;        ;Timariota;;;;
imperial_job_chancellor_west_african                        ;        ;Grand Vizier;;;;
imperial_emperor_arabic                                     ;Padishah;Badshah;;;;
imperial_title_food_taster                                  ;        ;Food Taster;;;;
imperial_title_court_calligrapher                           ;        ;Court Calligrapher;;;;
imperial_title_court_musician                               ;        ;Court Musician;;;;
imperial_title_court_poet                                   ;        ;Court Poet;;;;
imperial_title_chief_architect                              ;        ;Chief Architect;;;;
imperial_title_chief_qadi                                   ;        ;Chief Qadi;;;;
imperial_title_court_dwarf                                  ;        ;Court Dwarf;;;;
imperial_job_spiritual_muslim                               ;        ;Court Imam;;;;
imperial_job_spiritual_shiite                               ;        ;Court Mullah;;;;
imperial_job_chancellor_turkish                             ;        ;Grand Vizier;;;;
imperial_empire                                             ;        ;Empire;;;;
imperial_kingdom                                            ;        ;Kingdom;;;;
imperial_duchy                                              ;        ;Duchy;;;;
imperial_county                                             ;        ;County;;;;
imperial_barony                                             ;        ;Barony;;;;
imperial_empire_altaic                                      ;Khanate ;Khaganate;;;;
imperial_kingdom_altaic                                     ;        ;Khanate;;;;
imperial_barony_arabic                                      ;        ;Wilayah;;;;
imperial_county_arabic                                      ;        ;Sheikhdom;;;;
imperial_kingdom_arabic                                     ;        ;Sultanate;;;;
imperial_barony_turkish                                     ;        ;Timar;;;;
imperial_county_turkish                                     ;        ;Beylik;;;;
imperial_duchy_turkish                                      ;State   ;Beylerbeylik;;;;
imperial_kingdom_turkish                                    ;        ;Sultanate;;;;
imperial_county_mongol                                      ;        ;Chiefdom;;;;
imperial_duchy_mongol                                       ;        ;High Chiefdom;;;;
imperial_baron_west_african                                 ;        ;Wâli;;;;
imperial_barony_of_west_african                             ;        ;Wilayah of;;;;
imperial_barony_west_african                                ;        ;Wilayah;;;;
imperial_count_west_african                                 ;        ;Farin;;;;
imperial_count_female_west_african                          ;        ;Farina;;;;
imperial_county_of_west_african                             ;        ;Sheikhdom of;;;;
imperial_county_west_african                                ;        ;Sheikhdom;;;;
imperial_duke_west_african                                  ;Farba   ;Farbas;;;;
imperial_duke_female_west_african                           ;        ;Farba;;;;
imperial_duchy_of_west_african                              ;        ;Emirate of;;;;
imperial_duchy_west_african                                 ;        ;Emirate;;;;
imperial_king_west_african                                  ;        ;Mansa;;;;
imperial_king_female_west_african                           ;        ;Sultana;;;;
imperial_kingdom_of_west_african                            ;        ;Sultanate of;;;;
imperial_kingdom_west_african                               ;        ;Sultanate;;;;
imperial_job_spiritual                                      ;        ;Court Chaplain;;;;
imperial_job_spiritual_pagan_group                          ;        ;Chief Diviner;;;;
imperial_job_spiritual_christian                            ;        ;Court Chaplain;;;;
imperial_job_chancellor_arabic                              ;        ;Grand Vizier;;;;
imperial_emperor                                            ;        ;Emperor;;;;
imperial_king                                               ;        ;Viceroy;;;;
imperial_duke                                               ;        ;Minor Viceroy;;;;
imperial_count                                              ;        ;Count Viceroy;;;;
imperial_baron                                              ;        ;Baron Viceroy;;;;
imperial_emperor_female                                     ;        ;Empress;;;;
imperial_king_female                                        ;        ;Vicereine;;;;
imperial_duke_female                                        ;        ;Minor Vicereine;;;;
imperial_count_female                                       ;        ;Count Vicereine;;;;
imperial_baron_female                                       ;        ;Baron Vicereine;;;;
imperial_empire_of                                          ;        ;Empire of;;;;
imperial_kingdom_of                                         ;        ;Viceroyalty of;;;;
imperial_duchy_of                                           ;        ;Minor Viceroyalty of;;;;
imperial_county_of                                          ;        ;Viceroyal County of;;;;
imperial_barony_of                                          ;        ;Viceroyal Barony of;;;;
imperial_emperor_altaic                                     ;        ;Khagan;;;;
imperial_emperor_female_altaic                              ;        ;Khatun;;;;
imperial_king_altaic                                        ;        ;Khan;;;;
imperial_king_female_altaic                                 ;        ;Khanum;;;;
imperial_kingdom_of_altaic                                  ;        ;Khanate of;;;;
imperial_baron_arabic                                       ;        ;Wâli;;;;
imperial_barony_of_arabic                                   ;        ;Wilayah of;;;;
imperial_count_arabic                                       ;        ;Sheikh;;;;
imperial_county_of_arabic                                   ;        ;Sheikhdom of;;;;
imperial_duke_arabic                                        ;        ;Emir;;;;
imperial_duke_female_arabic                                 ;        ;Emira;;;;
imperial_king_arabic                                        ;        ;Sultan;;;;
imperial_king_female_arabic                                 ;        ;Sultana;;;;
imperial_kingdom_of_arabic                                  ;        ;Sultanate of;;;;
imperial_baron_turkish                                      ;        ;Timariot;;;;
imperial_barony_of_turkish                                  ;        ;Timar of;;;;
imperial_count_turkish                                      ;        ;Bey;;;;
imperial_county_of_turkish                                  ;        ;Beylik of;;;;
imperial_duke_turkish                                       ;        ;Beylerbey;;;;
imperial_duchy_of_turkish                                   ;State of;Beylerbeylik of;;;;
imperial_king_turkish                                       ;        ;Sultan;;;;
imperial_kingdom_of_turkish                                 ;        ;Sultanate of;;;;
imperial_emperor_turkish                                    ;        ;Padishah;;;;
imperial_emperor_iranian                                    ;Shah    ;Shahanshah;;;;
imperial_count_mongol                                       ;        ;Chief;;;;
imperial_county_of_mongol                                   ;        ;Chiefdom of;;;;
imperial_duke_female_mongol                                 ;        ;High Chieftess;;;;
imperial_duchy_of_mongol                                    ;        ;High Chiefdom of;;;;
imperial_duke_norse                                         ;        ;Jarl;;;;
imperial_count_pagan_group                                  ;        ;Chief;;;;
imperial_job_chancellor                                     ;        ;Chancellor;;;;
imperial_job_marshal                                        ;        ;Marshal;;;;
imperial_job_treasurer                                      ;        ;Steward;;;;
imperial_job_spymaster                                      ;        ;Spymaster;;;;
imperial_title_regent                                       ;        ;Regent;;;;
imperial_title_queen_mother                                 ;        ;Queen Mother;;;;
imperial_emperor_title_queen_mother_female                  ;        ;Empress Dowager;;;;
imperial_emperor_title_queen_mother_female_german           ;Empress ;Kaiserin;;;;
imperial_title_prince                                       ;        ;Prince;;;;
imperial_title_prince_iranian                               ;        ;Shahzada;;;;
imperial_title_prince_female                                ;        ;Princess;;;;
imperial_title_prince_female_iranian                        ;        ;Shahdokht;;;;
imperial_title_court_jester                                 ;        ;Court Jester;;;;
imperial_title_keeper_of_swans                              ;        ;Keeper of the Swans;;;;
imperial_title_master_of_the_horse                          ;        ;Master of the Horse;;;;
imperial_title_master_of_the_hunt                           ;        ;Master of the Hunt;;;;
imperial_title_high_almoner                                 ;        ;High Almoner;;;;
imperial_title_cupbearer                                    ;Cup-bearer;Cupbearer;;;;
imperial_title_seneschal                                    ;        ;Seneschal;;;;
imperial_title_paramount_knight                             ;        ;Paramount Knight;;;;
imperial_title_despot                                       ;        ;Despot;;;;
imperial_title_sebastokrator                                ;        ;Sebastokrator;;;;
imperial_title_caesar                                       ;        ;Caesar;;;;
imperial_title_kouropalates                                 ;Curopalate;Kouropalates;;;;
imperial_title_anthypatos                                   ;        ;Anthypatos;;;;
imperial_emperor_nahuatl                                    ;        ;Huetlatoani;;;;
imperial_emperor_female_nahuatl                             ;        ;Huetlatoani;;;;
imperial_king_nahuatl                                       ;King    ;Tlatoani;;;;
imperial_king_female_nahuatl                                ;Queen   ;Tlatoani;;;;
imperial_duke_nahuatl                                       ;        ;Huecalpixqui;;;;
imperial_duke_female_nahuatl                                ;        ;Huecalpixqui;;;;
imperial_count_nahuatl                                      ;        ;Calpixqui;;;;
imperial_count_female_nahuatl                               ;        ;Calpixqui;;;;
imperial_baron_nahuatl                                      ;Lord    ;Teuctli;;;;
imperial_baron_female_nahuatl                               ;Lady    ;Teuctli;;;;
imperial_job_chancellor_aztec                               ;        ;Cihuacoatl;;;;
imperial_job_marshal_aztec                                  ;        ;Tlacateccatl;;;;
imperial_job_treasurer_aztec                                ;        ;Petlacalcatl;;;;
imperial_job_spymaster_aztec                                ;        ;Tillancalqui;;;;
imperial_job_spiritual_aztec                                ;Sahagún ;Sahagun;;;;
imperial_title_imperial_eunuch                              ;        ;Parakoimomenos;;;;
imperial_title_court_eunuch                                 ;        ;Court Eunuch;;;;
#zz~hip_core.csv;;;;;
#zz~hip.csv;;;;;
e_hip                                                       ;        ;Duat;;;;
e_hip_adj                                                   ;        ;Atumic;;;;
e_null                                                      ;        ; ;;;;
e_null_adj                                                  ;        ;;;;;
#zz~emf_vanilla_crusades.csv;;;;;
#zz~emf_vanilla.csv;;;;;
#zz~emf_traits.csv;;;;;
#zz~emf_sts.csv;;;;;
#zz~emf_startup.csv;;;;;
#zz~emf_siege.csv;;;;;
#zz~emf_rr.csv;;;;;
#zz~emf_religion.csv;;;;;
miaphysite                                                  ;        ;Coptic;;;Miaphysite;Miaphysite
d_apostolic                                                 ;Armenian Apostolic Church;The Apostolic Church;;;;
d_apostolic_adj                                             ;Armenian Apostolic;Apostolic;;;;
d_army_light                                                ;        ;Army of Light;;;;
d_army_light_adj                                            ;        ;Forces of Light;;;;
d_army_lucifer                                              ;        ;Army of Lucifer;;;;
d_army_lucifer_adj                                          ;        ;Luciferian;;;;
d_bogomilist                                                ;Bogomil Church;Bogomilist Church;;;;
d_bogomilist_adj                                            ;Bogomil ;Bogomilist;;;;
d_cathar                                                    ;Cathar Patriarchy;The Cathar Patriarchy;;;;
d_cathar_adj                                                ;        ;Patriarchal;;;;
d_druze                                                     ;Druze Sheikhdom;The Druze Shaykhdom;;;;
d_druze_adj                                                 ;        ;Druze;;;;
d_ismaili                                                   ;Isma‘ili Caliphate;The Isma'ili Caliphate;;;;
d_ismaili_adj                                               ;Isma‘ili;Isma'ili;;;;
d_knights_saint_mark                                        ;        ;Knights of Saint Mark;;;;
d_knights_saint_mark_adj                                    ;        ;Saint Mark;;;;
d_lollard                                                   ;        ;Church of Lollardy;;;;
d_lollard_adj                                               ;        ;Lollard;;;;
d_mahdiyya                                                  ;Mahdist Caliphate;The Mahdite Caliphate;;;;
d_mahdiyya_adj                                              ;Mahdist ;Mahdite;;;;
d_manichean                                                 ;Manichaean Church;Manichaean Church;;;;
d_manichean_adj                                             ;        ;Manichaean;;;;
d_maronite                                                  ;        ;Maronite Church;;;;
d_maronite_adj                                              ;        ;Maronite;;;;
d_mazdaki                                                   ;Mazdakite Priesthood;Mazdaki Priesthood;;;;
d_mazdaki_adj                                               ;Mazdakite;Mazdaki;;;;
d_messalian                                                 ;Euchite Patriarchy;The Euchite Patriarchy;;;;
d_messalian_adj                                             ;        ;Euchite;;;;
d_nabawiyya                                                 ;Nabawite Malikate;The Nabawite Malikate;;;;
d_nabawiyya_adj                                             ;        ;Nabawite;;;;
d_saint_blaise                                              ;        ;Order of St. Blaise;;;;
d_saint_blaise_adj                                          ;        ;St. Blaise;;;;
d_shiite                                                    ;Shi‘ite Imamate;The Shi'a Imamate;;;Shi‘ite Caliphate;The Shia Caliphate
d_shiite_adj                                                ;Shi‘ite ;Shi'a;;;Caliphal;Caliphal
d_waldensian                                                ;        ;Waldensian Church;;;;
d_waldensian_adj                                            ;        ;Waldensian;;;;
d_zaydi                                                     ;Zaydi Caliphate;The Zaydi Caliphate;;;;
d_zaydi_adj                                                 ;        ;Zaydi;;;;
temple_barony_of_druze                                      ;Khalwa of;Khalwat of;;;Khalwa of;Khalwat of
temple_baron_manichean                                      ;        ;Bishop;;;Verethragna;Vahram
temple_barony_of_manichean                                  ;        ;Bishopric of;;;;
temple_baron_yazidi                                         ;        ;Sheikh;;;;
temple_barony_of_yazidi                                     ;        ;Sheikhdom of;;;Temple of;Temple of
#zz~emf_regional.csv;;;;;
#zz~emf_prisoner.csv;;;;;
#zz~emf_nwo.csv;;;;;
k_emf_lower_lorraine                                        ;Lorraine;Lothringen;;;;
k_emf_lower_lorraine_adj                                    ;Lorrainian;Lothringische;;;;
k_emf_saxony                                                ;Saxony  ;Sachsen;;;;
k_emf_saxony_adj                                            ;Saxon   ;Sächsische;;;;
k_emf_franconia                                             ;Franconia;Franken;;;;
k_emf_franconia_adj                                         ;Franconian;Fränkische;;;;
k_emf_bavaria                                               ;Bavaria ;Baiern;;;;
k_emf_bavaria_adj                                           ;Bavarian;Bairische;;;;
k_emf_schwaben                                              ;Swabia  ;Schwaben;;;;
k_emf_schwaben_adj                                          ;Swabian ;Schwäbische;;;;
#zz~emf_nomad.csv;;;;;
