#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
c_aachen_adj                          ;        ;Aachen;;
c_tana_adj_bosnian                    ;        ;Vor'skolian;;
c_tana_adj_bulgarian                  ;        ;Vor'skolian;;
c_tana_adj_carantanian                ;        ;Vor'skolian;;
c_tana_adj_croatian                   ;        ;Vor'skolian;;
c_tana_adj_slovieni                   ;        ;Vorskolian;;
c_tana_adj_polish                     ;        ;Worsklan;;
c_tana_adj_pommeranian                ;        ;Worsklan;;
c_tana_adj_russian                    ;        ;Vorskla;;
c_tana_adj_serbian                    ;        ;Vor'skolian;;
c_tangiers_adj                        ;Tangier ;Tandjí;;Tangieran
c_tanjur_adj                          ;        ;Tanjuran;;
c_taranto_adj                         ;Taranto ;Taranto;;Tarantian
c_targujiu_adj                        ;        ;Targu Jiuan;;
c_taron_adj                           ;Taron   ;Daronian;;Taronian
c_taron_adj_andalusian_arabic         ;        ;Mušian;;
c_taron_adj_bedouin_arabic            ;        ;Mušian;;
c_taron_adj_egyptian_arabic           ;        ;Mušian;;
c_taron_adj_greek                     ;        ;Taronian;;
c_taron_adj_kurdish                   ;        ;Mûsian;;
c_taron_adj_levantine_arabic          ;        ;Mušian;;
c_taron_adj_maghreb_arabic            ;        ;Mušian;;
c_taron_adj_oghuz                     ;        ;Musian;;
c_taron_adj_sicilian_arabic           ;        ;Mušian;;
c_taron_adj_turkish                   ;        ;Musian;;
c_taron_adj_turkmen                   ;        ;Musian;;
c_tarsos_adj_armenian                 ;        ;Darsian;;
c_tarsos_adj_frankish                 ;        ;Tarsian;;
c_tarsos_adj_norman                   ;        ;Tarsian;;
c_tarsos_adj_oghuz                    ;        ;Tarsian;;
c_tarsos_adj_turkish                  ;        ;Tarsian;;
c_tarsos_adj_turkmen                  ;        ;Tarsian;;
c_tarusa_adj                          ;        ;Tarusa;;
c_tassarahla_adj                      ;        ;Tassarahlí;;
c_tauha_adj                           ;        ;Tauhi;;
c_tazerbo_adj                         ;        ;Ghermí;;
c_tbilisi_adj                         ;        ;Tbilisian;;
c_tbilisi_adj_andalusian_arabic       ;        ;Tiflisi;;
c_tbilisi_adj_bedouin_arabic          ;        ;Tiflisi;;
c_tbilisi_adj_egyptian_arabic         ;        ;Tiflisi;;
c_tbilisi_adj_levantine_arabic        ;        ;Tiflisi;;
c_tbilisi_adj_maghreb_arabic          ;        ;Tiflisi;;
c_tbilisi_adj_sicilian_arabic         ;        ;Tiflisi;;
c_teck_adj                            ;        ;Teck;;
c_tecklenburg_adj                     ;        ;Tecklenburg;;
c_tedjoura_adj                        ;        ;Tedjouri;;
c_telemark_adj                        ;Telemark;Þelamørkr;;Telemarkian
c_tell_atlas_adj                      ;M’Sila  ;Masílí;;Setifian
c_tell_atlas_adj_greek                ;Lambaesis;Lambaesian;;
c_tell_atlas_adj_roman                ;Lambaesis;Lambaesian;;
c_tell_bashir_adj_oghuz               ;        ;Tilbesaran;;
c_tell_bashir_adj_turkish             ;        ;Tilbesaran;;
c_tell_bashir_adj_turkmen             ;        ;Tilbesaran;;
c_teluch_adj_andalusian_arabic        ;        ;Mar'ashan;;
c_teluch_adj_armenian                 ;        ;Marašian;;
c_teluch_adj_bedouin_arabic           ;        ;Mar'ashan;;
c_teluch_adj_egyptian_arabic          ;        ;Mar'ashan;;
c_teluch_adj_frankish                 ;        ;Mariscan;;
c_teluch_adj_levantine_arabic         ;        ;Mar'ashan;;
c_teluch_adj_maghreb_arabic           ;        ;Mar'ashan;;
c_teluch_adj_norman                   ;        ;Mariscan;;
c_teluch_adj_oghuz                    ;        ;Marasian;;
c_teluch_adj_turkish                  ;        ;Marasian;;
c_teluch_adj_turkmen                  ;        ;Marasian;;
c_temes_adj                           ;Temes   ;Temesish;;Temesian
c_temes_adj_bosnian                   ;        ;Temišian;;
c_temes_adj_bulgarian                 ;        ;Timišian;;
c_temes_adj_croatian                  ;        ;Temišian;;
c_temes_adj_slovieni                  ;        ;Temešian;;
c_temes_adj_romanian                  ;        ;Timishian;;
c_temes_adj_serbian                   ;        ;Temišian;;
c_tenerife_adj                        ;        ;Tenerife;;
c_tenerife_adj_zanata                 ;        ;Ašenšen;;
c_tephrike_adj                        ;        ;Tephrikan;;
c_tephrike_adj_armenian               ;        ;Tewrikan;;
c_tephrike_adj_oghuz                  ;        ;Divrigan;;
c_tephrike_adj_turkish                ;        ;Divrigan;;
c_tephrike_adj_turkmen                ;        ;Divrigan;;
c_terebovl_adj                        ;Terebovlia;Terebovl;;Terebovlian
c_teruel_adj                          ;        ;Turolense;;
c_tessalit_adj                        ;        ;Tessalití;;
c_tethbae_adj                         ;        ;Tethbaean;;
c_teviotdale_adj                      ;Roxburgh;Roxburgheach;;Teviotdalian
c_tharasset_adj                       ;Taroudant;Tarúdantí;;Sousian
c_thebai_adj                          ;Boeotian;Theban;;
c_thebai_adj_central_italian          ;Theban  ;Stivan;;
c_thebai_adj_corsican                 ;Theban  ;Stivan;;
c_thebai_adj_dalmatian                ;Theban  ;Stivan;;
c_thebai_adj_frankish                 ;Theban  ;Estivan;;
c_thebai_adj_greek                    ;        ;Boiotían;;
c_thebai_adj_italian                  ;Theban  ;Stivan;;
c_thebai_adj_ligurian                 ;Theban  ;Stivan;;
c_thebai_adj_neapolitan               ;Theban  ;Stivan;;
c_thebai_adj_norman                   ;Theban  ;Estivan;;
c_thebai_adj_oghuz                    ;Theban  ;Istifan;;
c_thebai_adj_pecheneg                 ;Theban  ;Istifan;;
c_thebai_adj_sardinian                ;Theban  ;Stivan;;
c_thebai_adj_sicilian                 ;Theban  ;Stivan;;
c_thebai_adj_southern_italian         ;Theban  ;Stivan;;
c_thebai_adj_turkish                  ;Theban  ;Istifan;;
c_thebai_adj_turkmen                  ;Theban  ;Istifan;;
c_thebai_adj_tuscan                   ;Theban  ;Stivan;;
c_thebai_adj_venetian                 ;Theban  ;Stivan;;
c_theodosia_adj_avar                  ;Sudak   ;Sudaqan;;
c_theodosia_adj_bashkir               ;Sudak   ;Sudaqan;;
c_theodosia_adj_bohemian              ;        ;Kaffan;;
c_theodosia_adj_bolghar               ;Sudak   ;Sudaqan;;
c_theodosia_adj_bosnian               ;        ;Kaffan;;
c_theodosia_adj_bulgarian             ;        ;Kaffan;;
c_theodosia_adj_carantanian           ;        ;Kaffan;;
c_theodosia_adj_central_italian       ;        ;Caffan;;
c_theodosia_adj_corsican              ;        ;Caffan;;
c_theodosia_adj_croatian              ;        ;Kaffan;;
c_theodosia_adj_cuman                 ;        ;Kefean;;
c_theodosia_adj_dalmatian             ;        ;Caffan;;
c_theodosia_adj_italian               ;        ;Caffan;;
c_theodosia_adj_karluk                ;Sudak   ;Sudaqan;;
c_theodosia_adj_kasogi                ;Sudak   ;Sudaqan;;
c_theodosia_adj_khazar                ;Sudak   ;Sudaqan;;
c_theodosia_adj_kirghiz               ;        ;Kefean;;
c_theodosia_adj_ligurian              ;        ;Cafàn;;
c_theodosia_adj_mongol                ;        ;Kefean;;
c_theodosia_adj_slovieni              ;        ;Kaffan;;
c_theodosia_adj_neapolitan            ;        ;Caffan;;
c_theodosia_adj_oghuz                 ;Sudak   ;Sudaqan;;
c_theodosia_adj_pecheneg              ;Sudak   ;Sudaqan;;
c_theodosia_adj_polish                ;        ;Kaffan;;
c_theodosia_adj_pommeranian           ;        ;Kaffan;;
c_theodosia_adj_russian               ;        ;Kaffasky;;
c_theodosia_adj_sardinian             ;        ;Caffan;;
c_theodosia_adj_serbian               ;        ;Kaffan;;
c_theodosia_adj_sicilian              ;        ;Caffan;;
c_theodosia_adj_southern_italian      ;        ;Caffan;;
c_theodosia_adj_turkish               ;        ;Kefean;;
c_theodosia_adj_turkmen               ;Sudak   ;Sudaqan;;
c_theodosia_adj_tuscan                ;        ;Caffan;;
c_theodosia_adj_uyghur                ;        ;Kefean;;
c_theodosia_adj_venetian              ;        ;Caffan;;
c_theodosiopolis_adj_andalusian_arabic;Erzurum ;Arzan ar-Rúman;;
c_theodosiopolis_adj_bedouin_arabic   ;Erzurum ;Arzan ar-Rúman;;
c_theodosiopolis_adj_egyptian_arabic  ;Erzurum ;Arzan ar-Rúman;;
c_theodosiopolis_adj_greek            ;Theodosiopolitan;Theodosioupolitan;;
c_theodosiopolis_adj_kurdish          ;Erzurum ;Erzîroman;;
c_theodosiopolis_adj_levantine_arabic ;Erzurum ;Arzan ar-Rúman;;
c_theodosiopolis_adj_maghreb_arabic   ;Erzurum ;Arzan ar-Rúman;;
c_theodosiopolis_adj_oghuz            ;Erzurum ;Erzen er-Rúman;;
c_theodosiopolis_adj_sicilian_arabic  ;Erzurum ;Arzan ar-Rúman;;
c_theodosiopolis_adj_turkish          ;Erzurum ;Erzen er-Rúman;;
c_theodosiopolis_adj_turkmen          ;Erzurum ;Erzen er-Rúman;;
c_thessalia_adj                       ;Thessalian;Thessalian;;Thessalian
c_thessalia_adj_catalan               ;        ;Tessálian;;
c_thessalia_adj_central_italian       ;        ;Tessaglian;;
c_thessalia_adj_corsican              ;        ;Tessaglian;;
c_thessalia_adj_dalmatian             ;        ;Tessaglian;;
c_thessalia_adj_frankish              ;        ;Thessalian;;
c_thessalia_adj_italian               ;        ;Tessaglian;;
c_thessalia_adj_ligurian              ;        ;Tessaglian;;
c_thessalia_adj_neapolitan            ;        ;Tessaglian;;
c_thessalia_adj_norman                ;        ;Thessalian;;
c_thessalia_adj_oghuz                 ;        ;Tesalyan;;
c_thessalia_adj_sardinian             ;        ;Tessaglian;;
c_thessalia_adj_sicilian              ;        ;Tessaglian;;
c_thessalia_adj_southern_italian      ;        ;Tessaglian;;
c_thessalia_adj_turkish               ;        ;Tesalyan;;
c_thessalia_adj_turkmen               ;        ;Tesalyan;;
c_thessalia_adj_tuscan                ;        ;Tessaglian;;
c_thessalia_adj_venetian              ;        ;Tessaglian;;
c_thessalonike_adj_bohemian           ;        ;Solunian;;
c_thessalonike_adj_bosnian            ;        ;Solunian;;
c_thessalonike_adj_bulgarian          ;        ;Solunian;;
c_thessalonike_adj_carantanian        ;        ;Solunian;;
c_thessalonike_adj_central_italian    ;        ;Tessalonican;;
c_thessalonike_adj_corsican           ;        ;Tessalonican;;
c_thessalonike_adj_croatian           ;        ;Solunian;;
c_thessalonike_adj_dalmatian          ;        ;Tessalonican;;
c_thessalonike_adj_frankish           ;        ;Thessaloniqan;;
c_thessalonike_adj_italian            ;        ;Tessalonican;;
c_thessalonike_adj_ligurian           ;        ;Tessalonican;;
c_thessalonike_adj_slovieni           ;        ;Solunian;;
c_thessalonike_adj_neapolitan         ;        ;Tessalonican;;
c_thessalonike_adj_norman             ;        ;Thessaloniqan;;
c_thessalonike_adj_oghuz              ;Selânik ;Selánikan;;
c_thessalonike_adj_polish             ;        ;Solunian;;
c_thessalonike_adj_pommeranian        ;        ;Solunian;;
c_thessalonike_adj_russian            ;        ;Solun;;
c_thessalonike_adj_sardinian          ;        ;Tessalonican;;
c_thessalonike_adj_serbian            ;        ;Solunian;;
c_thessalonike_adj_sicilian           ;        ;Tessalonican;;
c_thessalonike_adj_southern_italian   ;        ;Tessalonican;;
c_thessalonike_adj_turkish            ;Selânik ;Selánikan;;
c_thessalonike_adj_turkmen            ;Selânik ;Selánikan;;
c_thessalonike_adj_tuscan             ;        ;Tessalonican;;
c_thessalonike_adj_venetian           ;        ;Tessalonican;;
c_thomar_adj                          ;        ;Nabantina;;
c_thomond_adj                         ;Clare   ;Clarish;;Thomondian
c_thrake_adj                          ;Thracian;Thrakian;;Thrakeian
c_thrake_adj_bulgarian                ;        ;Trakijan;;
c_thrake_adj_oghuz                    ;        ;Trakyan;;
c_thrake_adj_turkish                  ;        ;Trakyan;;
c_thrake_adj_turkmen                  ;        ;Trakyan;;
c_thurgau_adj                         ;        ;Thurgau;;
c_thuringen_adj                       ;Thuringian;Thüringen;;Thüringian
c_thyateira_adj                       ;Lydian  ;Lydian;;
c_thyateira_adj_oghuz                 ;Akhisar ;Ak Hisaran;;
c_thyateira_adj_turkish               ;Akhisar ;Ak Hisaran;;
c_thyateira_adj_turkmen               ;Akhisar ;Ak Hisaran;;
c_tigre_adj                           ;Tigrean ;Tigrean;;
c_tigris_adj                          ;Wasit   ;Wasit;;Súsian
c_timbuktu_adj                        ;Timbuktu;Timbuktí;;Timbuktunian
c_tindouf_adj                         ;        ;Tindoufí;;
c_tipperary_adj                       ;        ;Tipperaryan;;
c_tirol_adj                           ;Tyrolean;Tirol;;Landecker
c_tjust_adj                           ;Värend  ;Värendr;;Tjustian
c_tlemcen_adj                         ;Tlemcen ;Tilimsání;;Tlemcenian
c_tmutarakan_adj                      ;Tmutarakan;Tamatarkhan;;Tmutarakanian
c_tmutarakan_adj_arberian             ;        ;Tamatarxan;;
c_tmutarakan_adj_armenian             ;        ;Tamatarxan;;
c_tmutarakan_adj_avar                 ;        ;Samkarshan;;
c_tmutarakan_adj_bohemian             ;        ;Tmutarakanian;;
c_tmutarakan_adj_bolghar              ;        ;Samkarshan;;
c_tmutarakan_adj_bosnian              ;        ;Tmutarakanian;;
c_tmutarakan_adj_bulgarian            ;        ;Tmutarakanian;;
c_tmutarakan_adj_carantanian          ;        ;Tmutarakanian;;
c_tmutarakan_adj_central_italian      ;Phanagorian;Matregan;;
c_tmutarakan_adj_corsican             ;Phanagorian;Matregan;;
c_tmutarakan_adj_crimean_gothic       ;        ;Tamatarxan;;
c_tmutarakan_adj_croatian             ;        ;Tmutarakanian;;
c_tmutarakan_adj_cuman                ;Phanagorian;Matrikan;;
c_tmutarakan_adj_dalmatian            ;Phanagorian;Matregan;;
c_tmutarakan_adj_georgian             ;        ;Tamatarxan;;
c_tmutarakan_adj_greek                ;        ;Tamatarxan;;
c_tmutarakan_adj_italian              ;Phanagorian;Matregan;;
c_tmutarakan_adj_khazar               ;        ;Samkarshan;;
c_tmutarakan_adj_kirghiz              ;Phanagorian;Matrikan;;
c_tmutarakan_adj_ligurian             ;Phanagorian;Matregan;;
c_tmutarakan_adj_lithuanian           ;Taman   ;Tamanasian;;
c_tmutarakan_adj_mongol               ;Phanagorian;Matrikan;;
c_tmutarakan_adj_slovieni             ;        ;Tmutarakanian;;
c_tmutarakan_adj_neapolitan           ;Phanagorian;Matregan;;
c_tmutarakan_adj_polish               ;        ;Tmutarakanian;;
c_tmutarakan_adj_pommeranian          ;        ;Tmutarakanian;;
c_tmutarakan_adj_roman                ;Hermonassa;Hermonassan;;
c_tmutarakan_adj_russian              ;        ;Tmutarakanian;;
c_tmutarakan_adj_sardinian            ;Phanagorian;Matregan;;
c_tmutarakan_adj_serbian              ;        ;Tmutarakanian;;
c_tmutarakan_adj_sicilian             ;Phanagorian;Matregan;;
c_tmutarakan_adj_southern_italian     ;Phanagorian;Matregan;;
c_tmutarakan_adj_tuscan               ;Phanagorian;Matregan;;
c_tmutarakan_adj_uyghur               ;Phanagorian;Matrikan;;
c_tmutarakan_adj_venetian             ;Phanagorian;Matregan;;
c_tobruk_adj                          ;Tobruk  ;Tobrúkí;;Tobrukian
c_tobruk_adj_greek                    ;        ;Antipyrgian;;
c_tonnerre_adj                        ;        ;Tonnerre;;
c_toreida_adj                         ;        ;Toreidan;;
c_toro_adj                            ;        ;Toresana;;
c_toropets_adj                        ;Toropets;Toropets;;Toropetsian
c_tortosa_adj_andalusian_arabic       ;        ;Antartan;;
c_tortosa_adj_bedouin_arabic          ;        ;Antartan;;
c_tortosa_adj_egyptian_arabic         ;        ;Antartan;;
c_tortosa_adj_greek                   ;        ;Antaradan;;
c_tortosa_adj_levantine_arabic        ;        ;Antartan;;
c_tortosa_adj_maghreb_arabic          ;        ;Antartan;;
c_tortosa_adj_masmuda                 ;        ;Antartan;;
c_tortosa_adj_sanhaja                 ;        ;Antartan;;
c_tortosa_adj_sicilian_arabic         ;        ;Antartan;;
c_tortosa_adj_tagelmust               ;        ;Antartan;;
c_tortosa_adj_tuareg                  ;        ;Antartan;;
c_tortosa_adj_zanata                  ;        ;Antartan;;
c_torzhok_adj                         ;Torzhok ;Torzhok;;Torzhokian
c_tournai_adj                         ;        ;Tournaian;;
c_traianopolis_adj                    ;Traianoupolis;Traianopolitan;;Traiani
c_traianopolis_adj_bulgarian          ;Demotika;Dimotikan;;
c_traianopolis_adj_oghuz              ;Demotika;Demotikan;;
c_traianopolis_adj_serbian            ;Demotika;Dimotikan;;
c_traianopolis_adj_turkish            ;Demotika;Demotikan;;
c_traianopolis_adj_turkmen            ;Demotika;Demotikan;;
c_trakai_adj                          ;        ;Trakai;;
c_trancoso_adj                        ;        ;Trancosense;;
c_trans-portage_adj                   ;Pomor’e ;Pomorye;;Onegan
c_trapani_adj                         ;Aderno  ;Aderno;;Trapanian
c_trapezous_adj_armenian              ;        ;Trapizonian;;
c_trapezous_adj_central_italian       ;        ;Trebisondian;;
c_trapezous_adj_corsican              ;        ;Trebisondian;;
c_trapezous_adj_dalmatian             ;        ;Trebisondian;;
c_trapezous_adj_frankish              ;        ;Trébizondian;;
c_trapezous_adj_georgian              ;        ;T'rap'izonian;;
c_trapezous_adj_italian               ;        ;Trebisondian;;
c_trapezous_adj_ligurian              ;        ;Trebisondian;;
c_trapezous_adj_neapolitan            ;        ;Trebisondian;;
c_trapezous_adj_norman                ;        ;Trébizondian;;
c_trapezous_adj_oghuz                 ;        ;Trabzunian;;
c_trapezous_adj_sardinian             ;        ;Trebisondian;;
c_trapezous_adj_sicilian              ;        ;Trebisondian;;
c_trapezous_adj_southern_italian      ;        ;Trebisondian;;
c_trapezous_adj_turkish               ;        ;Trabzunian;;
c_trapezous_adj_turkmen               ;        ;Trabzunian;;
c_trapezous_adj_tuscan                ;        ;Trebisondian;;
c_trapezous_adj_venetian              ;        ;Trebisondian;;
c_traungau_adj                        ;Traungau;Traungau;;Traungauer
c_travunija_adj                       ;        ;Travunijan;;
c_travunija_adj_central_italian       ;        ;Trebignan;;
c_travunija_adj_corsican              ;        ;Trebignan;;
c_travunija_adj_crimean_gothic        ;        ;Terbounian;;
c_travunija_adj_dalmatian             ;        ;Trebignan;;
c_travunija_adj_greek                 ;        ;Terbounian;;
c_travunija_adj_italian               ;        ;Trebignan;;
c_travunija_adj_ligurian              ;        ;Trebignan;;
c_travunija_adj_neapolitan            ;        ;Trebignan;;
c_travunija_adj_sardinian             ;        ;Trebignan;;
c_travunija_adj_sicilian              ;        ;Trebignan;;
c_travunija_adj_southern_italian      ;        ;Trebignan;;
c_travunija_adj_tuscan                ;        ;Trebignan;;
c_travunija_adj_venetian              ;        ;Trebignan;;
c_trencin_adj                         ;Bars    ;Barsian;;Trencínian
c_trent_adj                           ;Tridentine;Trient;;Trentian
c_treviso_adj                         ;Treviso ;Treviso;;Trevisian
c_trier_adj                           ;Trier   ;Trier;;Trierian
c_trieste_adj                         ;        ;Duino;;
c_tripoli_adj_andalusian_arabic       ;        ;Tarabulan;;
c_tripoli_adj_bedouin_arabic          ;        ;Tarabulan;;
c_tripoli_adj_egyptian_arabic         ;        ;Tarabulan;;
c_tripoli_adj_levantine_arabic        ;        ;Tarabulan;;
c_tripoli_adj_maghreb_arabic          ;        ;Tarabulan;;
c_tripoli_adj_masmuda                 ;        ;Tarabulan;;
c_tripoli_adj_sanhaja                 ;        ;Tarabulan;;
c_tripoli_adj_sicilian_arabic         ;        ;Tarabulan;;
c_tripoli_adj_tagelmust               ;        ;Tarabulan;;
c_tripoli_adj_tuareg                  ;        ;Tarabulan;;
c_tripoli_adj_zanata                  ;        ;Tarabulan;;
c_tripolitana_adj                     ;Tripolitanian;Tarábulsí;;Tripolitanian
c_trondelag_adj                       ;Uttrøndelag;Ytriþrœndalóg;;Trondish
c_truhendingen_adj                    ;        ;Truhendingen;;
c_tuat_adj                            ;        ;Touatí;;
c_tudela_adj                          ;Tudelan ;Tudelana;;
c_tummo_adj                           ;        ;Tummí;;
c_tunis_adj                           ;Tunisian;Túnisí;;Tunisian
c_tunis_adj_andalusian_arabic         ;Carthaginian;Qartajan;;
c_tunis_adj_bedouin_arabic            ;Carthaginian;Qartajan;;
c_tunis_adj_egyptian_arabic           ;Carthaginian;Qartajan;;
c_tunis_adj_greek                     ;Carthaginian;Carthaginian;;
c_tunis_adj_levantine_arabic          ;Carthaginian;Qartajan;;
c_tunis_adj_maghreb_arabic            ;Carthaginian;Qartajan;;
c_tunis_adj_masmuda                   ;Carthaginian;Kartajeni;;
c_tunis_adj_roman                     ;Carthaginian;Carthaginian;;
c_tunis_adj_sanhaja                   ;Carthaginian;Kartajeni;;
c_tunis_adj_sicilian_arabic           ;Carthaginian;Qartajan;;
c_tunis_adj_tagelmust                 ;Carthaginian;Kartajeni;;
c_tunis_adj_tuareg                    ;Carthaginian;Kartajeni;;
c_tunis_adj_zanata                    ;Carthaginian;Kartajeni;;
c_turenne_adj                         ;        ;Ventadorn;;
c_turov_adj                           ;Turovian;Turov;;Turovian
c_tusculum_adj                        ;        ;Tusculum;;
c_tusheti_adj                         ;Tushetian;Tushetian;;
c_tver_adj                            ;Tver    ;Tver;;Tverian
c_tyana_adj                           ;        ;Tyanian;;Tyanan
c_tyana_adj_oghuz                     ;        ;Nigdian;;
c_tyana_adj_turkish                   ;        ;Nigdian;;
c_tyana_adj_turkmen                   ;        ;Nigdian;;
c_tyrnovo_adj                         ;Tarnovo ;Tarnovan;;Tyrnovian
c_tyrnovo_adj_alan                    ;Moesian ;Moesian;;
c_tyrnovo_adj_arberian                ;Moesian ;Moesian;;
c_tyrnovo_adj_armenian                ;Moesian ;Moesian;;
c_tyrnovo_adj_georgian                ;Moesian ;Moesian;;
c_tyrnovo_adj_greek                   ;Moesian ;Moesian;;
c_tyrnovo_adj_oghuz                   ;        ;Tirnovan;;
c_tyrnovo_adj_turkish                 ;        ;Tirnovan;;
c_tyrnovo_adj_turkmen                 ;        ;Tirnovan;;
c_tyrus_adj                           ;Sidonian;Sidonian;;Tyrusian
c_tyrus_adj_andalusian_arabic         ;        ;Saydan;;
c_tyrus_adj_bedouin_arabic            ;        ;Saydan;;
c_tyrus_adj_egyptian_arabic           ;        ;Saydan;;
c_tyrus_adj_levantine_arabic          ;        ;Saydan;;
c_tyrus_adj_maghreb_arabic            ;        ;Saydan;;
c_tyrus_adj_masmuda                   ;        ;Saydan;;
c_tyrus_adj_sanhaja                   ;        ;Saydan;;
c_tyrus_adj_sicilian_arabic           ;        ;Saydan;;
c_tyrus_adj_tagelmust                 ;        ;Saydan;;
c_tyrus_adj_tuareg                    ;        ;Saydan;;
c_tyrus_adj_zanata                    ;        ;Saydan;;
c_tyumen_adj                          ;Suar    ;Suarian;;Turan
c_tyumen_adj_afghan                   ;        ;Suwarian;;
c_tyumen_adj_andalusian_arabic        ;        ;Swazian;;
c_tyumen_adj_avar                     ;        ;Sävärian;;
c_tyumen_adj_baloch                   ;        ;Suwarian;;
c_tyumen_adj_bedouin_arabic           ;        ;Swazian;;
c_tyumen_adj_bohemian                 ;        ;Suvarian;;
c_tyumen_adj_bolghar                  ;        ;Sävärian;;
c_tyumen_adj_bosnian                  ;        ;Suvarian;;
c_tyumen_adj_bulgarian                ;        ;Suvarian;;
c_tyumen_adj_carantanian              ;        ;Suvarian;;
c_tyumen_adj_croatian                 ;        ;Suvarian;;
c_tyumen_adj_daylamite                ;        ;Suwarian;;
c_tyumen_adj_egyptian_arabic          ;        ;Swazian;;
c_tyumen_adj_khalaj                   ;        ;Suwarian;;
c_tyumen_adj_khazar                   ;        ;Sävärian;;
c_tyumen_adj_khwarezmi                ;        ;Suwarian;;
c_tyumen_adj_kurdish                  ;        ;Suwarian;;
c_tyumen_adj_levantine_arabic         ;        ;Swazian;;
c_tyumen_adj_maghreb_arabic           ;        ;Swazian;;
c_tyumen_adj_masmuda                  ;        ;Swazian;;
c_tyumen_adj_slovieni                 ;        ;Suvarian;;
c_tyumen_adj_pahlavi                  ;        ;Suwarian;;
c_tyumen_adj_persian                  ;        ;Suwarian;;
c_tyumen_adj_qufs                     ;        ;Suwarian;;
c_tyumen_adj_russian                  ;        ;Suvar;;
c_tyumen_adj_sanhaja                  ;        ;Swazian;;
c_tyumen_adj_serbian                  ;        ;Suvarian;;
c_tyumen_adj_sicilian_arabic          ;        ;Swazian;;
c_tyumen_adj_sogdian                  ;        ;Suwarian;;
c_tyumen_adj_tagelmust                ;        ;Swazian;;
c_tyumen_adj_tajik                    ;        ;Suwarian;;
c_tyumen_adj_tuareg                   ;        ;Swazian;;
c_tyumen_adj_zanata                   ;        ;Swazian;;
c_tzamandos_adj                       ;        ;Tzamandan;;
c_tzamandos_adj_armenian              ;        ;Dzamintavian;;
c_tzamandos_adj_oghuz                 ;        ;Sarkislan;;
c_tzamandos_adj_turkish               ;        ;Sarkislan;;
c_tzamandos_adj_turkmen               ;        ;Sarkislan;;
c_uglich_adj                          ;Uglich  ;Uglich;;Uglichian
c_ugra_adj                            ;Mezen   ;Mozyn;;Ugraian
c_ugra_adj_bohemian                   ;        ;Mezenian;;
c_ugra_adj_bosnian                    ;        ;Mezenian;;
c_ugra_adj_bulgarian                  ;        ;Mezenian;;
c_ugra_adj_carantanian                ;        ;Mezenian;;
c_ugra_adj_croatian                   ;        ;Mezenian;;
c_ugra_adj_slovieni                   ;        ;Mezenian;;
c_ugra_adj_polish                     ;        ;Mezenian;;
c_ugra_adj_pommeranian                ;        ;Mezenian;;
c_ugra_adj_russian                    ;        ;Mezenian;;
c_ugra_adj_serbian                    ;        ;Mezenian;;
c_uibhist_adj                         ;        ;Uibhisteach;;
c_ulster_adj                          ;Antrim  ;Antrimian;;Ulsterian
c_upper_wallachia_adj                 ;Vlach   ;Vlachian;;
c_upper_wallachia_adj_oghuz           ;Trikala ;Tirhalian;;
c_upper_wallachia_adj_turkish         ;Trikala ;Tirhalian;;
c_upper_wallachia_adj_turkmen         ;Trikala ;Tirhalian;;
c_upyte_adj                           ;        ;Upytian;;
c_ural_adj                            ;Chusovaya;;;Uralian
c_ural_adj_avar                       ;        ;Çusovayan;;
c_ural_adj_bashkir                    ;        ;Çusovayan;;
c_ural_adj_bolghar                    ;        ;Çusovayan;;
c_ural_adj_cuman                      ;        ;Çusovayan;;
c_ural_adj_karluk                     ;        ;Çusovayan;;
c_ural_adj_khazar                     ;        ;Çusovayan;;
c_ural_adj_khitan                     ;        ;Çusovayan;;
c_ural_adj_kirghiz                    ;        ;Çusovayan;;
c_ural_adj_mongol                     ;        ;Çusovayan;;
c_ural_adj_oghuz                      ;        ;Çusovayan;;
c_ural_adj_pecheneg                   ;        ;Çusovayan;;
c_ural_adj_turkish                    ;        ;Çusovayan;;
c_ural_adj_turkmen                    ;        ;Çusovayan;;
c_ural_adj_uyghur                     ;        ;Çusovayan;;
c_urbino_adj                          ;Piobbico;Piobbico;;Urbinian
c_uri_adj                             ;        ;Uri;;
c_usora_adj                           ;Usora   ;Usoran;;Donji Krajian
c_ustyuzhna_adj                       ;        ;Ustyug-Zhelezny;;
c_utena_adj                           ;        ;Nalshia;;
c_utik_adj                            ;        ;Utikian;;
c_utik_adj_andalusian_arabic          ;        ;Utiqian;;
c_utik_adj_bedouin_arabic             ;        ;Utiqian;;
c_utik_adj_egyptian_arabic            ;        ;Utiqian;;
c_utik_adj_levantine_arabic           ;        ;Utiqian;;
c_utik_adj_maghreb_arabic             ;        ;Utiqian;;
c_utik_adj_sicilian_arabic            ;        ;Utiqian;;
c_uzens_adj                           ;Uzens   ;Uzensian;;Uzensian
c_uzens_adj_avar                      ;        ;Qaraösenian;;
c_uzens_adj_bashkir                   ;        ;Qaraösenian;;
c_uzens_adj_bolghar                   ;        ;Qaraösenian;;
c_uzens_adj_cuman                     ;        ;Qaraösenian;;
c_uzens_adj_karluk                    ;        ;Qaraösenian;;
