#ID       ;SED     ;SWMH;CULTURE;CHARACTERS
#01_tuscan dynastiesSWMH.txt;;;;
1000103022;        ;Caboga;dalmatian;1000233532|1000233534|1000233536|1000233538|1000233540|1000233542|1000233544|1000233545|1000233547|1000233549|1000233551|1000233552|1000233553
1000103023;        ;de Cerva;dalmatian;1000232951|1000232953|1000232955|1000232956|1000232958|1000232959|1000232961|1000232963|1000232964|1000232966|1000232968|1000232970|1000232972|1000232974|1000232976|1000232978|1000232979
1000103024;        ;de Guzzei;dalmatian;1000233508|1000233510|1000233512|1000233514|1000233516|1000233518|1000233520|1000233522|1000233524|1000233526|1000233528|1000233531
1000103025;        ;de Gundula;dalmatian;1000232982|1000232984|1000232986|1000232988|1000232990|1000232992|1000232994|1000232996|1000232998|1000233000|1000233503|1000233505|1000233507
1000103026;        ;de Saraica;dalmatian;
1000103027;        ;Raguseo;dalmatian;
1000103028;        ;de Cattaro;dalmatian;
1000103029;        ;de Saurgo;dalmatian;
1000103030;        ;de Buchja;dalmatian;1000233596
1000103031;        ;de Mosor;dalmatian;
1000103032;        ;de Mencei;dalmatian;1000233577
1000103033;        ;de Savarei;dalmatian;
1000103034;        ;de Barab;dalmatian;
1000103035;        ;de Bunessa;dalmatian;
1000103036;        ;Spalatrin;dalmatian;
1000103037;        ;Bonduanza;dalmatian;
1000103038;        ;Cuosamaura;dalmatian;
1000103039;        ;Argusta;dalmatian;
1000103040;        ;de Buarca;dalmatian;
1000103041;        ;Amaudi;dalmatian;
1000103042;        ;Sanctificuota Crauc;dalmatian;
1000103043;        ;de Blanca;dalmatian;
1000103044;        ;de Moura;dalmatian;
1000103045;        ;Savarin;dalmatian;
1000103046;        ;Aguastin;dalmatian;
1000103047;        ;Vittaurin;dalmatian;1000233588|1000233590|1000233592|1000233594
1000103048;        ;Sabbatini;dalmatian;1000233589|1000233591|1000233593|1000233595
1000103049;        ;de Puol;dalmatian;
1000103050;        ;Cerieva;dalmatian;
1000103051;        ;Babalei;dalmatian;
1000103052;        ;Tudaisi;dalmatian;
1000103053;        ;Procul;dalmatian;
1000103054;        ;de Favro;dalmatian;
1000103055;        ;de Lucuar;dalmatian;
1000103056;        ;de Menzei;dalmatian;
1000103057;        ;Raduagli;dalmatian;
1000103058;        ;Zuzori;dalmatian;
1000103059;        ;Zamanjic;dalmatian;1000233554|1000233556|1000233558|1000233560|1000233563|1000233565|1000233567|1000233570|1000233572|1000233574|1000233575|1000233576
#88_bedouin_arabic_dynastiesSWMH.txt;;;;
1000101550;        ;As-Sadád;bedouin_arabic;1000229604|1000229605|1000229606|1000229607|1000229608|1000229609|1000229610|1000229611|1000229612|1000229613|1000229614|1000229615|1000229616|1000229617|1000229618|1000229619|1000229620
1000101551;        ;Al-Qirwáshí;bedouin_arabic;
1000101909;        ;Ál-e-Qalhati;bedouin_arabic;1000229668|1000229669|1000229670|1000229671|1000229672|1000229673|1000229674|1000229675|1000229622|1000229623
1000101552;        ;Al-'Iráqí;bedouin_arabic;1000229624|1000229625|1000229626|1000229627|1000229628
1000101553;        ;Al-Yahmadí;bedouin_arabic;1000229629|1000229630
1000101554;        ;Qirwashi;bedouin_arabic;1000229631|1000229632|1000229633|1000229634|1000229635|1000229636|1000229637|1000229638|1000229639|1000229641|1000229642|1000229643|1000229644|1000229645|1000229646|1000229647|1000229648|1000229649
1000101555;        ;Tizzi;bedouin_arabic;1000229640
1000101556;        ;'Adí;bedouin_arabic;1000229650|1000229651
#89_franconian_dynastiesSWMH.txt;;;;
1000103200;        ;von Abenberg;franconian;
1000103201;        ;von Battenberg;franconian;
1000103202;        ;von Diez;franconian;
1000103203;        ;von Elsass;franconian;
1000103204;        ;von Falkenstein;franconian;
1000103205;        ;von Lauffen;franconian;
1000103206;        ;von Leiningen;franconian;
1000103207;        ;von Lützelburg;franconian;
1000103208;        ;von Sayn;franconian;
1000103209;        ;von Sulzbach;franconian;
1000103210;        ;von Rieneck;franconian;
1000103211;        ;von Virneburg;franconian;
1000103212;        ;von Vianden;franconian;
1000103213;        ;von Waldeck;franconian;
1000103214;        ;von Reichenbach;franconian;
1000103215;        ;von Solms;franconian;
1000103216;        ;von Wied;franconian;
1000103217;        ;von Wertheim;franconian;
1000103218;        ;von Maden;franconian;
1000103219;        ;von Castell;franconian;
1000103220;        ;von Rothenburg;franconian;
1000103221;        ;von Schwalenberg;franconian;
1000103222;        ;von Manderscheid;franconian;
1000103223;        ;von Schweinfurt;franconian;
1000103224;        ;von der Pfalz;franconian;
1000103225;        ;von Hessen;franconian;
1000103226;        ;von der Wetterau;franconian;
1000103227;        ;von Hohenlohe;franconian;
1000103228;        ;von Pappenheim;franconian;
1000103229;        ;von Nordenberg;franconian;
1000103230;        ;von Hanau;franconian;
1000103231;        ;von Eppstein;franconian;
1000103232;        ;von Isenburg;franconian;
1000103233;        ;von Limburg-Arlon;franconian;
1000103234;        ;von Nidda;franconian;
1000103235;        ;von Gleiberg;franconian;
1000103236;        ;von Kirchberg;franconian;
1000103237;        ;von Gudensberg;franconian;
1000103238;        ;von Veldenz;franconian;
1000103239;        ;von Arenberg;franconian;
1000103240;        ;von Boyneburg;franconian;
1000103241;        ;von Ziegenhain;franconian;
1000103242;        ;von Hochstaden;franconian;
1000103243;        ;von Stahleck;franconian;
1000103244;        ;von Hückeswagen;franconian;
1000103245;        ;von Wildberg;franconian;
1000103246;        ;von Hengebach;franconian;
1000103247;        ;von Erbach;franconian;
1000103248;        ;von Blankenheim;franconian;
1000103249;        ;von Lindenfels;franconian;
1000103250;        ;von Schönborn;franconian;
1000103251;        ;von Rennenberg;franconian;
1000103252;        ;von Arlon;franconian;
1000103253;        ;von Merode;franconian;
1000103254;        ;von Houffalize;franconian;
1000103255;        ;von Berg;franconian;
1000103256;        ;von Jülich;franconian;
1000103257;        ;von Henneberg;franconian;
1000103258;        ;von Katzenelnbogen;franconian;
1000103259;        ;von Kleve;franconian;
1000103260;        ;von Limburg;franconian;
1000103261;        ;von Nassau;franconian;
1000103262;        ;von Salm;franconian;
1000103263;        ;von Sponheim;franconian;
1000103264;        ;Ezzonen;franconian;
1000103265;        ;Matfriede;franconian;
1000103266;        ;Salier;franconian;
1000103267;        ;Wigeriche;franconian;
1000103268;        ;Konradiner;franconian;
1000103269;        ;Gisonen;franconian;
1000103270;        ;Gozmar;franconian;
1000103271;        ;Hattonen;franconian;
1000103272;        ;Mattonen;franconian;
1000103273;        ;Popponen;franconian;
1000103274;        ;Reginbodonen;franconian;
1000103275;        ;Rupertiner;franconian;
1000103276;        ;Seinsheimer;franconian;
1000103277;        ;Emichonen;franconian;
1000103278;        ;Walahonen;franconian;
1000103279;        ;Walramiden;franconian;
1000103280;        ;Zeisolf-Wolfram;franconian;
#90_saxon_dynastiesSWMH.txt;;;;
1000103301;        ;von Werl;low_saxon;
1000103302;        ;von Dassel;low_saxon;
1000103303;        ;von Hoya;low_saxon;
1000103304;        ;von Arnsberg;low_saxon;
1000103305;        ;von Altena;low_saxon;
1000103306;        ;von Everstein;low_saxon;
1000103307;        ;von Hövel;low_saxon;
1000103308;        ;von Holstein;low_saxon;
1000103309;        ;von Haldensleben;low_saxon;
1000103310;        ;von Dannenberg;low_saxon;
1000103311;        ;von Dassel;low_saxon;
1000103312;        ;van Zutphen;low_saxon;
1000103313;        ;von Ravensberg;low_saxon;
1000103314;        ;von Brehna;low_saxon;
1000103315;        ;von Roden;low_saxon;
1000103316;        ;von Wölpe;low_saxon;
1000103317;        ;von Cappenberg;low_saxon;
1000103318;        ;von Homburg;low_saxon;
1000103319;        ;von Ammensleben;low_saxon;
1000103320;        ;von Calvelage;low_saxon;
1000103321;        ;von Spiegelberg;low_saxon;
1000103322;        ;von Lohn;low_saxon;
1000103323;        ;von Winzenburg;low_saxon;
1000103324;        ;von Blankenburg;low_saxon;
1000103325;        ;von Rietberg;low_saxon;
1000103326;        ;von Arneburg;low_saxon;
1000103327;        ;von Poppenburg;low_saxon;
1000103328;        ;von Wassel;low_saxon;
1000103329;        ;von Badewide;low_saxon;
1000103330;        ;von Reinhausen;low_saxon;
1000103331;        ;von Padberg;low_saxon;
1000103332;        ;von Erwitte;low_saxon;
1000103333;        ;van Borculo;low_saxon;
1000103334;        ;von Wunstorf;low_saxon;
1000103335;        ;von Bilstein;low_saxon;
1000103336;        ;von Borcke;low_german;
1000103337;        ;von Itter;low_german;
1000103338;        ;von Rüdenberg;low_saxon;
1000103339;        ;von Warburg;low_saxon;
1000103340;        ;von Plessen;low_saxon;
1000103341;        ;von Depenau;low_saxon;
1000103342;        ;von Diepenheim;low_saxon;
1000103343;        ;zur Lippe;low_saxon;
1000103344;        ;von Oldenburg;low_saxon;
1000103345;        ;von Schauenburg;low_saxon;
1000103346;        ;von Stade;low_saxon;
1000103347;        ;von Tecklenburg;low_saxon;
1000103348;        ;von der Mark;low_saxon;
1000103349;        ;von Northeim;low_saxon;
1000103350;        ;von Süpplingenburg;low_saxon;
1000103351;        ;Badwiden;low_saxon;
1000103352;        ;Billunger;low_saxon;
1000103353;        ;Brunonen;low_saxon;
1000103354;        ;Esikonen;low_saxon;
1000103355;        ;Haolde;low_saxon;
1000103356;        ;Immedinger;low_saxon;
1000103357;        ;Liudolfinger;low_saxon;
1000103358;        ;Ricdag;low_saxon;
1000103359;        ;Udonen;low_saxon;
1000103360;        ;Widukinde;low_saxon;
#91_alemannian_dynastiesSWMH.txt;;;;
1000103400;        ;von Achalm;swabian;
1000103401;        ;von Buchegg;swabian;
1000103402;        ;von Eberstein;swabian;
1000103403;        ;von Falkenstein;swabian;
1000103404;        ;von Frohburg;swabian;
1000103405;        ;von Gammertingen;swabian;
1000103406;        ;von Helfenstein;swabian;
1000103407;        ;von Hohenberg;swabian;
1000103408;        ;von Berg-Schelklingen;swabian;
1000103409;        ;von Kirchberg;swabian;
1000103410;        ;von Oettingen;swabian;
1000103411;        ;von Löwenstein;swabian;
1000103412;        ;von Lupfen;swabian;
1000103413;        ;von Montfort;swabian;
1000103414;        ;von Nellenburg;swabian;
1000103415;        ;von Neuffen;swabian;
1000103416;        ;von Nimburg;swabian;
1000103417;        ;von Pfullendorf;swabian;
1000103418;        ;von Rapperswil;swabian;
1000103419;        ;von Rohrdorf;swabian;
1000103420;        ;von Ronsberg;swabian;
1000103421;        ;von Sulz;swabian;
1000103422;        ;von Teck;swabian;
1000103423;        ;von Thierstein;swabian;
1000103424;        ;von Toggenburg;swabian;
1000103425;        ;von Tübingen;swabian;
1000103426;        ;von Urach;swabian;
1000103427;        ;von Vaihingen;swabian;
1000103428;        ;von Veringen;swabian;
1000103429;        ;von Werdenberg;swabian;
1000103430;        ;von Winterthur;swabian;
1000103431;        ;von Truhendingen;swabian;
1000103432;        ;von Waldburg;swabian;
1000103433;        ;von Aichelberg;swabian;
1000103434;        ;von Limpurg;swabian;
1000103435;        ;von Freiberg;swabian;
1000103436;        ;von Freiburg;swabian;
1000103437;        ;von Heiligenberg;swabian;
1000103438;        ;von Mömpelgard;swabian;
1000103439;        ;von Pfirt;swabian;
1000103440;        ;von Dürn;swabian;
1000103441;        ;von Haigerloch;swabian;
1000103442;        ;von Hirrlingen;swabian;
1000103443;        ;von Wieseneck;swabian;
1000103444;        ;von Baden;swabian;
1000103445;        ;von Calw;german;
1000103446;        ;von Dillingen;swabian;
1000103447;        ;von Fürstenberg;swabian;
1000103448;        ;von Habsburg;swabian;
1000103449;        ;von Hohenzollern;swabian;
1000103450;        ;von Kyburg;swabian;
1000103451;        ;von Lenzburg;swabian;
1000103452;        ;von Sigmaringen;swabian;
1000103453;        ;von Dagsburg;swabian;
1000103454;        ;von Neuenburg;swabian;
1000103455;        ;Staufer;swabian;
1000103456;        ;Welf;swabian;
1000103457;        ;von Württemberg;swabian;
1000103458;        ;Zähringer;swabian;
1000103459;        ;Burchardinger;swabian;
1000103460;        ;Eberhardinger;swabian;
1000103461;        ;Etichonen;swabian;
1000103462;        ;Geroldonen;swabian;
1000103463;        ;Hupaldinger;swabian;
1000103464;        ;Udalrichinger;swabian;
1000103465;        ;Viktoriden;swabian;
#92_thuringian_dynastiesSWMH.txt;;;;
1000103700;        ;von Groitsch;thuringian;
1000103701;        ;von Reuß;thuringian;
1000103702;        ;von Orlamünde;thuringian;
1000103703;        ;von Gleichen;thuringian;
1000103704;        ;von Goseck;thuringian;
1000103705;        ;von Werthern;thuringian;
1000103706;        ;von Honstein;thuringian;
1000103707;        ;von Mansfeld;thuringian;
1000103708;        ;von Ilfeld;thuringian;
1000103709;        ;von Eilenburg;thuringian;
1000103710;        ;von Arnstein;thuringian;
1000103711;        ;von Kevernburg;thuringian;
1000103712;        ;von Stolberg;thuringian;
1000103713;        ;von Beichlingen;thuringian;
1000103714;        ;von Wernigerode;thuringian;
1000103715;        ;von Querfurt;thuringian;
1000103716;        ;von Buch;thuringian;
1000103717;        ;von Kapellendorf;thuringian;
1000103718;        ;von Wiehe;thuringian;
1000103719;        ;von Barby;thuringian;
1000103720;        ;von Altenburg;thuringian;
1000103721;        ;von Lohra;thuringian;
1000103722;        ;von Schraplau;thuringian;
1000103723;        ;von Schönburg;thuringian;
1000103724;        ;von Putelendorf;thuringian;
1000103725;        ;von Weida;thuringian;
1000103726;        ;von Rabenswalde;thuringian;
1000103727;        ;von Schwarzburg;thuringian;
1000103728;        ;von Thüringen;thuringian;
1000103729;        ;von Weimar;thuringian;
1000103730;        ;von Wettin;thuringian;
1000103731;        ;Ekkehardiner;thuringian;
1000103732;        ;Ludowinger;thuringian;
1000103733;        ;Meinheringer;thuringian;
1000103734;        ;Sizzonen;thuringian;
#93_low_frankish_dynastiesSWMH.txt;;;;
1000103500;        ;van Cuijk;low_frankish;
1000103501;        ;van Kessel;low_frankish;
1000103502;        ;van Hurne;low_frankish;
1000103503;        ;Berthout;low_frankish;
1000103504;        ;van Schoten;low_frankish;
1000103505;        ;van Diest;low_frankish;
1000103506;        ;van Gavere;low_frankish;
1000103507;        ;van Wesemael;low_frankish;
1000103508;        ;van Buren;low_frankish;
1000103509;        ;van Arkel;low_frankish;
1000103510;        ;van Cadsant;low_frankish;
1000103511;        ;van Egmont;low_frankish;
1000103512;        ;van Teylingen;low_frankish;
1000103513;        ;van Bronckhorst;low_frankish;
1000103514;        ;van Voorne;low_frankish;
1000103515;        ;van Grimbergen;low_frankish;
1000103516;        ;van Mechelen;low_frankish;
1000103517;        ;van Gronsveld;low_frankish;
1000103518;        ;van Liedekerke;low_frankish;
1000103519;        ;van den Bergh;low_frankish;
1000103520;        ;van Altena;low_frankish;
1000103521;        ;van IJse;low_frankish;
1000103522;        ;van Udekem;low_frankish;
1000103523;        ;van der Lede;low_frankish;
1000103524;        ;van der Dussen;low_frankish;
1000103525;        ;van Valkenburg;low_frankish;
1000103526;        ;van Male;low_frankish;
1000103527;        ;van Lichtervelde;low_frankish;
1000103528;        ;van Bornem;low_frankish;
1000103529;        ;van Wassenaer;low_frankish;
1000103530;        ;van Heusden;low_frankish;
1000103531;        ;van Borsele;low_frankish;
1000103532;        ;van Boutersem;low_frankish;
1000103533;        ;van Malsen;low_frankish;
1000103534;        ;van Voeren;low_frankish;
1000103535;        ;van Haesdal;low_frankish;
1000103536;        ;van Randerode;low_frankish;
1000103537;        ;van Brederode;low_frankish;
1000103538;        ;van Herlaar;low_frankish;
1000103539;        ;van Leefdael;low_frankish;
1000103540;        ;van Naaldwijk;low_frankish;
1000103541;        ;van Humbeek;low_frankish;
1000103542;        ;van Brempt;low_frankish;
1000103543;        ;van Dendermonde;low_frankish;
1000103544;        ;van Batenburg;low_frankish;
1000103545;        ;van Haeften;low_frankish;
1000103546;        ;van Antoing;low_frankish;
1000103547;        ;van Avesnes;low_frankish;
1000103548;        ;van Bethune;low_frankish;
1000103549;        ;van Dampierre;low_frankish;
1000103550;        ;van Oisy;low_frankish;
1000103551;        ;van Ligne;low_frankish;
1000103552;        ;van Walhain;low_frankish;
1000103553;        ;van Bergen;low_frankish;
1000103554;        ;van Leuven;low_frankish;
1000103555;        ;van Wassenberg;low_frankish;
1000103556;        ;van Bouillon;low_frankish;
1000103557;        ;van Boulogne;low_frankish;
1000103558;        ;van Brabant;low_frankish;
1000103559;        ;van Gelre;low_frankish;
1000103560;        ;van Gent;low_frankish;
1000103561;        ;van Heinsberg;low_frankish;
1000103562;        ;van Henegouwen;low_frankish;
1000103563;        ;van Holland;low_frankish;
1000103564;        ;van Kleef;low_frankish;
1000103565;        ;van Limburg;low_frankish;
1000103566;        ;van Loon;low_frankish;
1000103567;        ;van Namen;low_frankish;
1000103568;        ;van Vlaanderen;low_frankish;
1000103569;        ;Flamens;low_frankish;
1000103570;        ;Gerulfing;low_frankish;
1000103571;        ;van Haspinga;low_frankish;
1000103572;        ;der Reiniers;low_frankish;
#94_low_german_dynastiesSWMH.txt;;;;
1000103600;        ;von Delmenhorst;low_german;
1000103601;        ;von Regenstein;low_german;
1000103602;        ;von Stotel;low_german;
1000103603;        ;von Kahlenberg;low_german;
1000103604;        ;von Steinfurt;low_german;
1000103605;        ;von Alvensleben;low_german;
1000103606;        ;von Waldeser;low_german;
1000103607;        ;von Ahaus;low_german;
1000103608;        ;von Vechta;low_german;
1000103609;        ;von Werle;low_german;
1000103610;        ;von Eberstein-Naugard;low_german;
1000103611;        ;von Bruchhausen;low_german;
1000103612;        ;von Barby;low_german;
1000103613;        ;von Buchwaldt;low_german;
1000103614;        ;von Ahlefeldt;low_german;
1000103615;        ;von Thienen;low_german;
1000103616;        ;van Coeverden;low_german;
1000103617;        ;von Lauenburg;low_german;
1000103618;        ;von Tecklenburg-Schwerin;low_german;
1000103619;        ;von Parchim;low_german;
1000103620;        ;von Rostock;low_german;
1000103621;        ;von Borcke;low_german;
1000103622;        ;von Dewitz;low_german;
1000103623;        ;von Gützkow;low_german;
1000103624;        ;von Lindow-Ruppin;low_german;
1000103625;        ;von Schwerin;low_german;
1000103626;        ;von Arnim;low_german;
1000103627;        ;von Gristow;low_german;
1000103628;        ;von Wittken;low_german;
1000103629;        ;von Pogwisch;low_german;
1000103630;        ;von Rantzau;low_german;
1000103631;        ;von Rumohr;low_german;
1000103632;        ;von Reventlow;low_german;
1000103633;        ;von der Wisch;low_german;
1000103634;        ;von Mecklenburg;low_german;
1000103635;        ;von Prignitz;low_german;
1000103636;        ;von Rügen;low_german;
1000103637;        ;von Brandenburg;low_german;
1000103638;        ;von Pommern;low_german;
1000103639;        ;von Pommerellen;low_german;
1000103640;        ;von Bentheim;low_german;
1000103641;        ;Greifen;low_german;
1000103642;        ;Obodriten;low_german;
1000103643;        ;Ranen;low_german;
#95_east_gothic_dynastiesSWMH.txt;;;;
1000054400;        ;Amali;east_gothic;
1000054401;        ;Balti;east_gothic;
1000054402;        ;Amuthi;east_gothic;
1000054403;        ;Ildibadi;east_gothic;
1000054404;        ;Cilliga;east_gothic;
#Iago6666_galician_and_leonese_dynasties.txt;;;;
1000053201;        ;Núñez;leonese;1000140101
1000053200;        ;de Saavedra;galician;1000140100
1000053202;        ;Andrade;galician;
1000053203;        ;Trastámara;galician;
1000053204;        ;Ulloa;galician;
1000053205;        ;Meira;galician;
1000053206;        ;Bermúdez;galician;
1000053207;        ;Traba;galician;
1000053208;        ;Ribadeneira;galician;
1000053209;        ;Castro;galician;
1000053210;        ;Osorio;galician;
1000053211;        ;Pardo de Cela;galician;
1000053212;        ;Rodeiro;galician;
1000053213;        ;Sotomayor;galician;
1000053214;        ;Oca;galician;
1000053215;        ;Deza;galician;
1000053216;        ;Lira;galician;
1000053217;        ;Sarmiento;galician;
1000053218;        ;Pimentel;galician;
1000053219;        ;Novoa;galician;
1000053220;        ;Moscoso;galician;
1000053221;        ;Valcárcel;galician;
1000053222;        ;Baticela;galician;
1000053223;        ;Valladares;galician;
1000053224;        ;Mariño;galician;
1000053225;        ;Nuñez;galician;
1000053226;        ;de Temes;galician;
1000053227;        ;Camba;galician;
1000053228;        ;Sanabria;galician;
1000053229;        ;Bendaña;galician;
1000053230;        ;Arias;galician;
1000053231;        ;Parga;galician;
1000053232;        ;Andeiro;galician;
1000053233;        ;Figueroa;galician;
1000053234;        ;Soga;galician;
1000053235;        ;Lago;galician;
1000053236;        ;Taboada;galician;
1000053237;        ;Prego;galician;
1000053238;        ;Saavedra;galician;
1000053239;        ;Troncoso;galician;
1000053240;        ;Quiroga;galician;
1000053241;        ;Froílaz;leonese;
1000053242;        ;Flaínez;leonese;
1000053243;        ;de Quiñones;leonese;
1000053244;        ;Valdivia;leonese;
1000053245;        ;Ponce de León;leonese;
1000053246;        ;de Cea;leonese;
1000053247;        ;Lara;leonese;
1000053248;        ;Osorio;leonese;
1000053249;        ;Saldaña;leonese;
1000053250;        ;Banu Gómez;leonese;
1000053251;        ;Ansúrez;leonese;
1000053252;        ;Vermudez;leonese;
1000053253;        ;de Carrión;leonese;
1000053254;        ;Alfonso;leonese;
1000053255;        ;Solís;leonese;
1000053256;        ;Ordoñez;leonese;
1000053257;        ;Lamuño;leonese;
1000053258;        ;de Mier;leonese;
1000053259;        ;Quirós;leonese;
1000053260;        ;Valdés;leonese;
1000053261;        ;Miranda;leonese;
1000053262;        ;Nava;leonese;
1000053263;        ;Manzaneda;leonese;
1000053264;        ;Riego;leonese;
1000053265;        ;Alas;leonese;
#ber dynastiesSWMH.txt;;;;
1000100250;        ;Ua Dúnacáin;irish;1000226401
1000100251;        ;mac Muireadhach;irish;1000226402
1000100252;        ;Ua Laidhgnen;irish;1000226403|1000226419
1000100253;        ;Ua Fearghaile;irish;1000226405
1000100254;        ;Ua hAirechtaig;irish;1000226406
1000100255;        ;Ua Coemhorain;irish;1000226407
1000100256;        ;Ua Catháin;irish;1000226410
1000100277;        ;Ua Gairedáin;irish;
1000100257;        ;mac Flannchadha;irish;1000226411
1000100258;        ;ua Duibh Sionach;irish;1000226412
1000100259;        ;mac Donnegan;irish;1000226413
1000100260;        ;mac Maelmuire;irish;1000226414
1000100261;        ;mac Dalagh;irish;1000226415
1000100262;        ;mac Cerbaill;irish;1000226416
1000100263;        ;ua Crichain;irish;1000226417
1000100264;        ;ua Eichnech;irish;1000226418
1000100265;        ;mac Airmedaig;irish;1000226420
1000100266;        ;Ua Braín;irish;1000226421
1000100267;        ;Ua Flainn Chua;irish;1000226422
1000100268;        ;Ó Súileabháin Bhéara;irish;1000226423
1000100269;        ;mac Meic Áedecáin;irish;1000226425
1000100270;        ;Dartraighe;irish;1000226426
1000100271;        ;mac Nechtain;irish;1000226427
1000100272;        ;mac Fianghus;irish;1000226429
1000100273;        ;ua Tallaight;irish;1000226430
1000100274;        ;mic Cenn Faelad;irish;1000226432
1000100275;        ;Dál nAiridi;irish;1000226435|1000226436|1000226437
1000100276;        ;Ua Gairedáin;irish;1000226408
1000100278;        ;Ua Failghe;irish;
1000100279;        ;Conchobhair Failghe;irish;
#cjl78_italian_group dynasties.txt;;;;
1000064001;        ;di Ventimiglia;ligurian;1000167050|1000167051|1000167052|1000167053|1000167054|1000167055|1000167056|1000167057|1000167058|1000167059
1000064002;        ;di Luni;italian;
1000064003;        ;de Zori;sardinian;1000167077
1000064004;        ;de Gunale;sardinian;1000167078|1000167079|1000167080
1000064005;        ;di Torres;sardinian;1000167060|1000167061|1000167062|1000167063|1000167064|1000167065|1000167066|1000167067|1000167068|1000167069|1000167070|1000167071|1000167072
1000064006;        ;Crescenzi;central_italian;1000167200|1000167201|1000167202|1000167203|1000167204
1000064007;        ;di Bergamo;italian;1000167022
1000064008;        ;di Ferrara;italian;1000167023
1000064009;        ;di Urbino;central_italian;1000167209|1000167210|1000167211
1000064010;        ;di Fermo;central_italian;1000167206|1000167207|1000167208
#cjl78_norman dynasties.txt;;;;
1000064000;        ;de Blosseville;norman;1000167004
#welsh_dynastiesSWMH.txt;;;;
1000100950;        ;Elisse;welsh;1000228300|1000228301|1000228302|1000228303|1000228304|1000228305|1000228306|1000228307|1000228308|1000228309
